word,cityNumber,word_central_lon,word_central_lat,radius,median,shopNumberLessThanMedian,shopNumberLargerThanMedian,largestDistance,avgDistance,word_ratio
chicken chunks,3,-2.8052537424095023,52.248783129155164,557504.4061243018,329561.52,2,2,557504.41,343931.27,0.5
pizza crunch,3,-4.105715315411459,55.89822904724212,169772.2659894204,104381.16,8,4,169772.27,97424.59,1.0
toffee sauce,3,-1.7782733646057542,54.20748392452777,373837.6611145614,245021.53,1,3,373837.66,255652.75,0.25
sauce bottle,3,-1.7024332900702033,54.92721131118254,443486.0345043956,216487.84,1,3,443486.03,224417.81,0.25
donner kebab chips,3,-2.870452839516732,53.93878871482864,456859.70079897396,351800.89,1,2,456859.7,352192.9,0.0
sauce mushy peas,3,-1.8777703173599367,53.09406332398071,136177.3230977204,112671.68,1,2,136177.32,95627.62,1.0
visit,3,-2.1513181694017636,52.50050150654392,528980.6766919143,181377.42,3,2,528980.68,283101.83,0.8
france,3,-0.9852653354322318,52.80402714294854,254271.5182110888,194976.55,2,2,254271.52,160789.36,0.75
lunch time specials,3,-2.2918130946175204,54.06566417599015,411485.39994997997,243617.4,1,2,411485.4,270962.7,0.33
pizza box,3,-3.4043839820303674,55.248067721599604,353653.05969397526,246615.28,1,2,353653.06,251427.48,0.33
shake,3,-2.2037330115200735,53.612318164352715,464603.5372553337,235744.75,1,2,464603.54,304084.66,0.0
chicken onions peppers,3,-1.2767161909893199,53.12951969402139,128170.95880438009,91889.8,1,2,128170.96,85165.12,1.0
rock,3,0.4616261004635186,51.82853194979281,172505.7045478575,87509.68,4,3,172505.7,114545.12,1.0
cheese ham,3,-3.5267929576519035,55.4798350406948,548445.9992353837,205958.94,4,2,548446.0,288551.77,0.67
newsletter signup,3,-1.694429242401906,53.21869418728011,358174.1816554477,297356.83,1,2,358174.18,244399.44,0.33
advance,3,-2.2359669090018683,51.822310979527735,431440.3529967437,371209.62,1,2,431440.35,349146.21,0.0
anyone,3,-4.729124664724306,52.069947694934406,486882.55044762697,341824.27,1,2,486882.55,343658.03,0.0
rice dishes,3,-2.803431277904019,52.95003218414091,409616.65723713196,210672.79,3,2,409616.66,235972.26,0.6
rock eel,3,-0.12372183665277359,52.11660205725037,276410.42310178524,142546.63,2,2,276410.42,175874.25,0.75
allergy info,3,-4.105375677989113,54.00452595642562,475126.137144525,390737.99,1,2,475126.14,365703.99,0.0
miles,3,-2.6051289796387684,54.04053007813128,384269.5223826331,258501.88,1,2,384269.52,256347.67,0.33
breakfasts,3,-4.144940630192279,54.380385097412585,470352.9382303924,323670.79,2,2,470352.94,332213.87,0.0
kebab meal deal,3,-2.0648854364934044,52.88707311930888,283734.99135146814,178870.45,1,2,283734.99,192038.09,0.67
potato fries,3,-3.5813465209094058,55.17022072265764,285067.7326191078,222081.7,1,2,285067.73,222242.6,0.33
egg bacon,3,-3.427476769595159,54.495531272467545,384842.38678765023,285150.79,1,2,384842.39,316379.64,0.0
beef burgers,3,-2.662377359710007,53.56081590062309,384836.04016775294,255057.97,1,3,384836.04,252074.23,0.25
garlic chilli,3,-2.9128643727243158,54.854320937484324,461419.1824719346,318452.62,1,2,461419.18,334660.75,0.0
toppings chips,3,-4.3890135305448545,55.64052240934539,267831.76331846835,227933.38,1,2,267831.76,180830.44,0.33
palate,3,-1.6128552597380037,53.752642060932345,459993.09472889605,443959.21,1,2,459993.09,304973.25,0.33
sauce dip,3,-3.4621724274594263,55.569659325213244,144640.00161694826,105953.88,1,2,144640.0,110579.01,1.0
hamburger supper,3,-4.00514554479709,55.80884241371781,151201.75113688796,94295.04,8,3,151201.75,91901.58,1.0
chicken kebab naan,3,-1.6390482028940039,53.30528521409872,135415.195857828,92492.16,1,2,135415.2,100690.06,1.0
difference,3,-3.51225668723814,52.832878699732944,425030.71314612264,265150.89,2,2,425030.71,312725.14,0.0
peroni,3,-1.4740917131978937,53.3663460246796,532875.9900581767,371456.3,1,2,532875.99,348030.87,0.33
abv,3,-1.761688679127644,53.91316436740128,425732.1033737264,191568.72,1,3,425732.1,216564.38,0.75
stella,3,-2.1597228867670397,53.1608661385165,343685.69984881487,341333.32,1,2,343685.7,267871.15,0.33
smokie sausage,3,-2.432876310586271,54.84325369984601,94468.54363168335,56309.24,1,2,94468.54,66775.76,1.0
cheese pizza sauce,3,-1.5459746734337616,53.50568073400267,166962.9392413129,58727.81,1,3,166962.94,93415.8,1.0
town,3,-3.3010804693486393,51.69767279725233,347215.29164370615,336006.81,1,2,347215.29,257586.87,0.33
korma,3,-2.9128643727243158,54.854320937484324,461419.1824719346,318452.62,1,2,461419.18,334660.75,0.0
sauce cheese,3,-1.8654826913339666,54.87800479521909,118630.02970182728,37043.32,2,3,118630.03,63057.05,1.0
onion pastie,3,-0.9119382101489131,52.18593198816932,151652.29594474804,86061.41,1,2,151652.3,105194.51,1.0
biscuits,3,-2.7719353444073733,54.61577050066183,310471.5124962264,265172.21,1,2,310471.51,210606.32,0.33
everyone,3,-2.575140153285641,51.4699976588011,478341.062218031,361314.55,1,2,478341.06,331449.41,0.33
ribena carton,3,-2.5661969897726578,54.876373342390316,225432.13706584866,222080.88,1,4,225432.14,162770.38,0.2
muscles,3,-1.8658135937382505,52.630672183160605,77360.18540401451,56775.82,1,2,77360.19,53897.9,1.0
part,3,-1.5607749715641244,54.16503912612362,143132.5384055132,73327.35,1,2,143132.54,95388.54,1.0
dogs,3,-1.56688852972055,52.734730176055706,433874.02304248075,390629.6,1,2,433874.02,294616.67,0.33
info tab,3,-2.317744723125176,53.354337261813804,354978.48824552004,317326.84,2,2,354978.49,232519.98,0.5
chicken breast steak,3,-3.2426314128259364,55.86147052460185,159909.08001230634,124953.55,2,2,159909.08,101183.77,1.0
services,3,-1.2399327430999116,53.09559210887003,435992.2491265509,358008.01,1,2,435992.25,308687.79,0.33
bbq base,3,-2.676987322993378,54.44136643647871,376197.5061196129,299969.66,1,2,376197.51,255795.47,0.33
cheese pepperoni,3,-3.0726168830672855,55.6335739283756,207231.6538778535,176389.38,1,2,207231.65,183451.34,0.67
bean sprouts,3,-2.467492342478452,52.63190347285637,362887.47273084684,299221.47,3,2,362887.47,272281.21,0.6
italy,3,-1.6128552597380037,53.752642060932345,459993.09472889605,443959.21,1,2,459993.09,304973.25,0.33
alternative,3,-0.6399814244313627,53.083943365200014,230087.87910314044,166986.12,2,2,230087.88,152913.12,0.75
inch inferno,3,-1.92619769088318,54.8128461021172,112894.18359342997,89868.12,1,2,112894.18,83106.72,1.0
chicken doner,3,-0.5089606007322107,52.23699950361611,260911.35981622298,149320.92,1,3,260911.36,160567.55,0.75
source,3,-2.227108896647025,52.87377403925252,579968.3226012626,265555.64,2,2,579968.32,341609.11,0.5
sauce onions,3,-2.0432464791650182,54.88038253851584,98858.26583015588,54952.68,1,2,98858.27,68272.72,1.0
tango apple l,3,-3.489604728725529,53.7315538270002,547085.6542653356,420441.98,1,3,547085.65,419620.86,0.0
vegetable mein,3,-2.3397465549834373,52.43724254631726,334826.17063647613,278001.22,2,2,334826.17,268625.52,0.5
rubicon passion,3,-1.740845132152637,53.53195974191082,194949.4725986254,54081.57,3,2,194949.47,99401.53,1.0
scampi supper,3,-4.097076105599612,55.86606284545026,340130.7126740238,322865.02,1,2,340130.71,226949.81,0.33
bean burger,3,-2.378610390683109,52.259792838007144,714831.7199049725,478892.26,2,2,714831.72,493806.3,0.0
others,3,-0.3638499957370097,52.119647845877424,127381.58858487548,113272.27,1,2,127381.59,99350.41,1.0
aromas,3,-1.6128552597380037,53.752642060932345,459993.09472889605,443959.21,1,2,459993.09,304973.25,0.33
quarter pounder cheeseburger chips,3,-3.3599970934160384,53.27663566632763,377875.7004112971,342430.58,1,2,377875.7,314684.73,0.0
waters,3,-1.7560808727802593,53.00687194476164,319331.7345277759,209451.24,1,2,319331.73,225190.51,0.33
donner chips,3,-2.5968526562935903,54.742106789687334,265381.04997251387,214545.45,1,2,265381.05,199330.28,0.33
galaxy,3,-3.0500245932746104,55.39086475717566,348663.4264310882,163576.93,2,2,348663.43,208029.59,0.75
cider,3,-1.0076187485179882,53.404504057306404,359982.8430715778,287918.73,1,2,359982.84,247595.98,0.33
sachets,3,-1.9666274934426893,53.72284469617601,485515.20663611044,455396.64,1,2,485515.21,329831.29,0.33
diet coke ltr bottle,3,-2.229022970118159,53.804412168328305,247997.53219905033,221788.12,1,3,247997.53,222875.89,0.25
crispy chicken,3,-3.3478706822052815,53.54242289575487,348637.88406250643,297882.97,1,2,348637.88,231488.93,0.33
butter roll,3,-3.184248814326247,56.32071936971742,205954.49815383833,149972.7,1,2,205954.5,143169.27,0.67
beef pie,3,-2.990442224233365,51.889219730118604,321968.9468766661,116536.61,3,2,321968.95,171622.09,0.8
pudding fritter,3,-2.4769128111660432,54.45736539520507,398545.6307061373,318703.25,1,3,398545.63,341737.14,0.0
donner meat kebab,3,-1.5329408677128766,53.47926365007725,209747.1667014889,188755.49,1,2,209747.17,139319.72,0.67
service charge,3,-2.157666235589861,52.98051370524884,580455.6936431744,351903.46,1,2,580455.69,409189.93,0.0
satay,3,-1.9264641075491291,53.50293124420287,330599.474292321,286812.45,1,2,330599.47,245198.6,0.33
areas,3,-2.4154705011080253,52.63824860497955,235746.94500624886,226942.72,2,2,235746.95,229588.65,0.0
litre bottle,3,-1.6555075514969382,53.087364460544876,575202.7739267956,452874.26,1,2,575202.77,380915.46,0.33
chicken pie,3,-1.9031496568455781,54.33089152400139,556270.387872877,361323.75,2,3,556270.39,420878.91,0.0
salmon salad,3,-0.4635156429634873,53.02238450798772,207705.60747636156,188123.3,1,2,207705.61,166114.55,0.67
capricciosa,3,-3.5632636766487393,55.71038083332318,125026.75307237142,83055.53,2,2,125026.75,90318.14,1.0
tomato onion,3,-2.3349994970916903,54.491198054053285,371830.7196913381,342496.39,1,2,371830.72,278998.45,0.33
breadcake,3,-1.5784226247291293,53.69245481939271,59242.58823687115,27141.37,2,2,59242.59,35412.13,1.0
oak,3,-2.642799602037084,53.74286952193537,431209.0270077133,418782.56,1,2,431209.03,324053.81,0.33
special,3,-1.590341614203687,54.250408751665546,331500.80649117334,138827.24,1,3,331500.81,181234.45,0.75
onion pepper,3,-1.7533701631179783,53.000768558321035,155979.95433056424,96017.58,1,2,155979.95,106533.49,1.0
appetite,3,-1.7560808727802593,53.00687194476164,319331.7345277759,209451.24,1,2,319331.73,225190.51,0.33
tomato cheese pepperoni,3,-1.4495727243619885,54.23410535218515,242223.80187888537,143077.12,1,2,242223.8,163356.63,0.67
chop suey,3,-3.1062322269295675,53.10864759137221,433438.21588013845,338044.75,2,2,433438.22,276464.23,0.5
zesty,3,-2.5245798953480274,53.29523067779195,450428.45068676025,422789.27,1,2,450428.45,338909.1,0.33
changes,3,-3.295526914544559,53.69624844348093,669113.555724871,435691.18,1,2,669113.56,470623.29,0.0
bbq pizza,3,-2.5316653757873175,54.4452292796825,631744.0328757328,373542.93,1,2,631744.03,412745.87,0.0
breakfast burger,3,-2.7873235109085805,54.12183140401615,358118.14522444474,219707.11,1,2,358118.15,237766.34,0.33
napoli pizza,3,-4.027567442665109,55.75873840972627,100034.44786280575,89193.58,1,2,100034.45,74120.59,1.0
mixture,3,-2.119664646709917,54.90686142309014,237266.3012292086,221202.6,1,2,237266.3,172050.58,0.33
duck,3,-2.1894278654621955,53.47984828274558,348564.13343275245,280846.55,2,2,348564.13,239345.92,0.5
king size,3,-3.2167053536417254,54.37980912354008,670787.4326381519,306124.98,1,3,670787.43,360111.31,0.25
seabass,3,-1.3309683685934999,52.3928317474703,707733.2016589766,263399.04,3,2,707733.2,393787.69,0.0
hash,3,-3.149368433045206,54.02790003478823,604469.9592368751,476797.67,1,2,604469.96,416128.11,0.33
tomato cheese ham,3,-1.4495727243619885,54.23410535218515,242223.80187888537,143077.12,1,2,242223.8,163356.63,0.67
meat burger,3,-1.5871556989762925,52.69066906235734,88068.76234627963,51724.1,2,2,88068.76,63776.74,1.0
chicken bar,3,-3.6610562048843884,55.64348469234884,167532.56276912446,79966.43,2,2,167532.56,108996.83,1.0
chicken nuggets pieces,3,-1.5178159742383108,54.423142255277206,457933.01808074943,414184.49,1,2,457933.02,313389.45,0.33
catch,3,-2.2803061572679564,52.4654591383627,515188.61523021077,253127.03,2,2,515188.62,307540.2,0.5
suppers,3,-5.035485142077275,55.08291069554927,266379.7078407768,138816.07,2,7,266379.71,163789.45,0.78
bottle water,3,-1.9377192126854055,53.70333771385417,570286.9011051258,456221.82,1,2,570286.9,391674.17,0.33
water chestnuts,3,-2.1267459284233974,52.11283715215228,293564.8305477923,256582.35,1,2,293564.83,267298.48,0.0
bacon cheese,3,-3.730486642594954,52.865944687104104,564374.020710815,405224.34,1,3,564374.02,409420.02,0.0
schweppes lemonade,3,-2.7462712071715583,54.763137323466935,438135.31262484315,249789.83,3,2,438135.31,308612.69,0.0
vegetable calzone,3,-2.442543866910327,54.0681415106645,361820.005768802,253140.27,1,2,361820.01,242299.13,0.33
shandy,3,-1.7711972346050657,52.956735638210816,343684.9139845042,287520.84,1,2,343684.91,241097.02,0.33
mince beef,3,-3.1712216867223226,52.31752742695078,438618.1184941556,272850.77,1,2,438618.12,304650.63,0.0
apple juice,3,-1.9562377062760947,51.482684094430816,207381.1961077125,136076.94,1,2,207381.2,138279.04,0.67
jalapenos bites,3,-2.0432464791650182,54.88038253851584,98858.26583015588,54952.68,1,2,98858.27,68272.72,1.0
chicken breast nuggets,3,-2.182100311769,52.448520691417926,207039.75825338464,189838.68,1,2,207039.76,142944.88,0.67
contact number,3,-4.105375677989113,54.00452595642562,475126.137144525,390737.99,1,2,475126.14,365703.99,0.0
cod medium,3,-1.5237224026614629,51.500259852843094,223861.16850617545,218946.6,2,2,223861.17,209004.29,0.5
oasis,3,-3.081523919761968,52.93763308619803,576903.270796327,473880.47,1,2,576903.27,402197.59,0.33
bounty,3,-3.3153629977485393,55.36898575734799,360125.4842013877,143257.29,1,3,360125.48,206359.71,0.75
inch pizza meal,3,-1.694788902143136,55.16996705002537,396722.8056115563,263483.61,1,2,396722.81,262161.39,0.33
savoury,3,-2.519314571961684,54.755746128488695,260060.17924026007,245826.67,1,2,260060.18,211850.78,0.33
butties,3,-1.1444996470602342,53.7746950233121,90162.28257163546,67654.32,1,4,90162.28,67618.04,1.0
polo,3,-1.3177957493950434,52.56431487568185,173813.0223415152,125879.32,1,2,173813.02,122053.66,1.0
macaroni,3,-4.105715315411458,55.898229047242125,169772.26598941657,104381.16,4,2,169772.27,97424.59,1.0
persons,3,-3.1062322269295675,53.10864759137221,433438.21588013845,338044.75,2,2,433438.22,276464.23,0.5
kingdom,3,-3.816300588434439,51.33860397895127,428254.22998987365,250623.73,1,2,428254.23,283984.41,0.33
lentils,3,-2.9128643727243158,54.854320937484324,461419.1824719346,318452.62,1,2,461419.18,334660.75,0.0
chicken tikka onions,3,-1.5602636102641554,53.617119107678576,213459.8074831265,184897.01,1,2,213459.81,144026.35,0.67
dip garlic,3,-2.6447114809446703,54.53369864034357,569057.6793698035,283401.52,1,3,569057.68,326421.93,0.25
lovers,3,-1.5819137524239981,54.51511800413574,136517.1847582045,88331.58,1,2,136517.18,91635.17,1.0
platter,3,-1.4742213996788647,53.53851147221407,400949.62647626246,235252.13,1,2,400949.63,280572.11,0.0
parmesan,3,-1.999481103276549,54.91393320865789,180831.59765883925,53392.05,2,3,180831.6,92868.16,1.0
rate,3,-1.6380335584797105,54.18788899657256,150716.09174162164,75586.8,1,2,150716.09,100336.98,1.0
design,3,-2.986602950076741,52.13689185472372,421079.1745957576,284649.88,1,3,421079.17,282361.56,0.25
cheeses,3,-2.694172854775065,54.58662223383799,196975.84316366146,137766.21,1,2,196975.84,133095.18,1.0
illustration purposes,3,-4.105375677989113,54.00452595642562,475126.137144525,390737.99,1,2,475126.14,365703.99,0.0
beef satay,3,-1.9264641075491291,53.50293124420287,330599.474292321,286812.45,1,2,330599.47,245198.6,0.33
pakoras,3,-3.8930255907559563,56.43190429563425,216703.25317826399,123266.77,1,2,216703.25,153383.64,0.67
bacon pizza,3,-1.2478126884127374,54.88907586670425,509807.43236347,458528.59,1,2,509807.43,385205.57,0.33
sausage roll,3,-2.8910673678085854,55.06904454576386,311087.47977555345,176700.09,1,3,311087.48,174113.7,0.75
chicken onion,3,-0.7076815536903529,52.5067323296191,223231.8133999301,132641.38,1,2,223231.81,149058.89,0.67
oasis summer fruit,3,-2.4851241760494664,55.20415037942391,236041.3481162581,130172.36,1,2,236041.35,157654.79,0.67
kebab calzone,3,-2.5952733073166034,55.79788854336055,194843.12447812723,140436.78,1,2,194843.12,136261.36,1.0
crispy bacon,3,-2.8037415147658598,55.36915210244576,689542.1356922468,188875.6,3,3,689542.14,333780.88,0.83
panko,3,-2.635923298060726,51.99908250147998,432292.3069736843,424197.35,1,2,432292.31,384186.37,0.0
rib,3,-1.8291124814903938,54.1309158077824,232887.27616982997,144624.39,1,2,232887.28,167934.19,0.67
noodle,3,-2.1894278654621955,53.47984828274558,348564.13343275245,280846.55,2,2,348564.13,239345.92,0.5
questions,3,-1.7998586001401395,54.083632627368026,171728.3479236699,123418.81,1,2,171728.35,118734.05,1.0
inch pizza bread,3,-0.3646973552619636,53.38627817791222,244295.0714267264,230748.58,1,2,244295.07,197895.42,0.33
tarka,3,-1.8855340651809132,54.30050600340064,441566.8326215881,321616.39,1,2,441566.83,288588.25,0.33
spicy sauce,3,-1.1251916561859778,51.99746078667783,351385.3456659311,292247.01,1,2,351385.35,253421.35,0.33
carne,3,-3.5595615148827195,54.77713470757353,291442.3606231867,266569.87,1,2,291442.36,263806.26,0.0
vegetable burger meal,3,-2.850595564333402,54.53908582966716,404148.5092027641,302079.93,1,3,404148.51,297730.18,0.25
session,3,-4.105375677989113,54.00452595642562,475126.137144525,390737.99,1,2,475126.14,365703.99,0.0
chicken donner meat,3,-0.9727899714051228,52.54754133396403,137566.21201406774,103787.68,1,2,137566.21,106174.05,1.0
squid rings,3,-1.6068438660143531,52.2632601641956,283597.0523953009,224719.56,1,2,283597.05,241442.3,0.0
shopping cart,3,-2.3306031008174024,55.133321185814864,515331.8887702701,433252.45,1,2,515331.89,344704.43,0.33
bolognaise,3,-2.807566651505641,55.10961003919263,219057.23701636028,203480.68,1,2,219057.24,155628.99,0.33
feast,3,-2.2639241879686014,53.673437545046724,243774.13993292852,124950.59,1,3,243774.14,143327.04,0.75
mushroom peppers,3,-0.4396296813311517,52.60517449434959,427070.43208737747,324394.02,1,2,427070.43,282616.77,0.33
category,3,-2.6697795552392707,53.18986721784326,354975.36922770273,323747.07,2,2,354975.37,331685.05,0.0
ltd,3,-0.8688519003664277,53.01846756792436,361108.75391960435,286919.3,1,2,361108.75,241267.03,0.33
chips chicken,3,-1.8405400177417244,53.857984272454324,177249.08884687544,163909.94,1,2,177249.09,118910.52,1.0
sauce sachets,3,-2.7341922144905593,52.91151185344459,557452.6809520867,373956.31,1,2,557452.68,380853.66,0.0
generations,3,-3.554572688338529,53.285209952287346,360682.36092718435,331543.84,1,2,360682.36,311669.25,0.0
requirement,3,-2.317744723125176,53.354337261813804,354978.48824552004,317326.84,2,2,354978.49,232519.98,0.5
mexicano,3,-1.6277757988586625,54.33331503113913,346826.3470329879,123017.16,1,3,346826.35,194304.28,0.75
trays,3,-1.5481426559484406,53.65954307147951,231741.34426020546,212295.22,1,2,231741.34,156591.31,0.33
beef dishes,3,-2.1267459284233974,52.11283715215228,293564.8305477923,256582.35,1,2,293564.83,267298.48,0.0
pizza takeaway,3,-1.1998631808530917,52.45225566266342,154639.67356614032,78014.54,1,3,154639.67,89186.59,1.0
duck dishes,3,-2.3397465549834373,52.43724254631726,334826.17063647613,278001.22,2,2,334826.17,268625.52,0.5
vat,3,-1.2351002056807638,53.224801342169464,336749.73383188655,120946.89,2,2,336749.73,190036.13,0.75
sauce cheddar cheese,3,-2.0432464791650182,54.88038253851584,98858.26583015588,54952.68,1,2,98858.27,68272.72,1.0
cheese sauce,3,-2.908515113557953,55.16718701450537,218879.7985585679,157610.47,2,2,218879.8,151934.85,0.75
inch chicken kiev,2,-3.099591425305468,54.937227457907944,61705.62573506656,41131.82,3,1,61705.63,41131.82,1.0
beef pepperoni onion,2,-0.9540152661161498,54.291047558929584,408085.49740537617,402939.89,1,1,408085.5,402939.89,0.0
menu bread,2,-0.14727076161926872,53.703830925896085,259048.28910581605,257030.72,1,1,259048.29,257030.72,0.0
sausage egg,2,-4.767798180704172,54.82815976617167,137952.68465057548,137926.71,1,1,137952.68,137926.71,1.0
clarks pie,2,-2.946660549744976,51.47008894609061,39009.62677157664,32508.02,3,2,39009.63,32508.02,1.0
party orders,2,-0.2987042589662947,52.926010218749724,228623.53129242721,227482.01,1,1,228623.53,227482.01,0.0
unit,2,-2.3223762642748906,53.6052681153837,442280.74694117706,441245.23,1,1,442280.75,441245.23,0.0
chicken sandwich,2,-1.5251629416714314,52.71755110708102,60196.90162225022,60116.79,1,1,60196.9,60116.79,1.0
chocolate sauce,2,-0.8200078108567227,52.65442734685229,227051.6622858988,224472.1,1,1,227051.66,224472.1,0.0
delivery areas,2,-2.551962119232173,52.81434286671825,251697.4644344235,190071.6,2,1,251697.46,190071.6,0.67
butter chicken,2,-1.165467569034785,53.28338715127143,243699.98394219295,181394.61,2,1,243699.98,181394.61,0.67
sausage chips beans,2,-1.6585434341659855,52.821326335297776,67588.92828924599,67550.07,1,1,67588.93,67550.07,1.0
chips pitta salad,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
food hygiene,2,-1.6499550004147276,53.79519506596256,11356.129514757133,11356.13,0,2,11356.13,11356.13,1.0
fish bits,2,-2.081989475921263,52.51013466141424,262223.6801982576,196990.98,2,1,262223.68,196990.98,0.67
haggis fritters,2,-3.4617625570548674,55.93035215766823,89436.14991017958,59623.71,3,1,89436.15,59623.71,1.0
re,2,-2.6070451214365815,54.97460223084888,297930.5565320062,292523.24,1,1,297930.56,292523.24,0.0
potato scallop,2,-1.5068848065462586,53.58972111036318,39094.50051162912,38999.8,1,1,39094.5,38999.8,1.0
chip shops,2,-1.6839900324021446,53.794766725300995,15141.50927089122,11356.13,2,1,15141.51,11356.13,1.0
coke ltr bottle,2,-2.416479146935867,53.68639179103437,236790.37220064548,233579.33,1,1,236790.37,233579.33,0.0
collapse,2,-1.35103145534223,53.23365142980851,113864.50841755865,85156.67,2,1,113864.51,85156.67,1.0
fruity blackcurrent,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
maltesers,2,-3.0857163529644285,56.2106219506647,53305.31087890275,53140.21,1,1,53305.31,53140.21,1.0
lemon juice,2,-1.3731098678822502,53.805822246638215,224568.01418061834,221510.51,1,1,224568.01,221510.51,0.0
inch diavola,2,-3.2671240165591904,54.982189975785246,41142.15246708809,41131.82,1,1,41142.15,41131.82,1.0
hollandaise sauce,2,-2.474708327721116,54.872397156944366,226216.28261955825,223521.61,1,1,226216.28,223521.61,0.0
gordons,2,-4.136789476555659,53.05545679601161,564756.7164640188,547485.08,1,1,564756.72,547485.08,0.0
salad bar,2,0.0693902729319505,52.7929041442359,138835.2428627944,138823.76,1,1,138835.24,138823.76,1.0
tomato sauce bottle,2,-1.6657788786350662,55.85810768237073,263457.3221345918,259269.05,1,1,263457.32,259269.05,0.0
cowboy supper,2,-4.416663423299069,54.69079962158734,339926.66740670195,254915.76,2,1,339926.67,254915.76,0.67
child,2,-3.308864587592384,51.97748045690471,388269.8437776289,382920.23,1,1,388269.84,382920.23,0.0
ham chicken,2,-3.2225072025835275,54.43319350450176,301510.7692418949,296893.18,1,1,301510.77,296893.18,0.0
chicken ham,2,-1.969499673243958,54.15194282688525,375187.07997478574,308641.92,3,2,375187.08,308641.92,0.0
quarter pounder burgers,2,-1.1567271358263351,53.85112795505424,358489.8657245323,356218.07,1,1,358489.87,356218.07,0.0
sauce chicken onion peppers,2,-1.3731098678822502,53.805822246638215,224568.01418061834,221510.51,1,1,224568.01,221510.51,0.0
collections,2,-0.8020293920124526,51.959597456345215,113162.97407239942,112867.68,1,1,113162.97,112867.68,1.0
delivery time,2,-5.095797127058374,55.2250757941022,156566.41642450303,155868.99,1,1,156566.42,155868.99,1.0
chasni,2,-3.8018373875667772,55.964359531396354,136544.66106238466,136121.3,1,1,136544.66,136121.3,1.0
okra,2,-1.3398383726229726,53.21749082495849,110698.3469542343,109980.65,1,1,110698.35,109980.65,1.0
shakes,2,-2.3554510817737877,54.1782382954097,356974.34146947565,349846.91,1,1,356974.34,349846.91,0.0
seafood box,2,-2.2400573152691,54.344121105387046,130394.08444538711,129800.05,1,1,130394.08,129800.05,1.0
chicken balls,2,-1.7004983357612558,51.4642117430742,243759.8598730544,243223.89,1,1,243759.86,243223.89,0.0
pcs strips,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
inch doner pizza,2,-2.3385151895388834,54.24560311867497,275812.30014708656,208159.08,2,1,275812.3,208159.08,0.67
ice cream cream,2,-1.580988324834754,54.384870630943,113228.79136120998,112422.26,1,1,113228.79,112422.26,1.0
kids chicken burger,2,-2.245141088590322,52.90831823980471,123757.16521842587,123326.07,1,1,123757.17,123326.07,1.0
veg samosa,2,-1.441948252832438,53.216176280499916,113385.90023959754,112685.85,1,1,113385.9,112685.85,1.0
vegetable strips,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
pie meal deal,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
firecracker,2,-2.9015508628919076,52.70329492627386,487911.93168261985,482083.54,1,1,487911.93,482083.54,0.0
house rice,2,-3.2562210286146853,52.06534059723996,249012.82909182948,245426.78,1,1,249012.83,245426.78,0.0
lamb rogan,2,-2.054436733948514,54.55276000172898,390078.3093744093,381590.41,1,1,390078.31,381590.41,0.0
chicken tikka pizza,2,-2.451389491222601,54.484901105367285,335535.64443527407,250185.82,2,1,335535.64,250185.82,0.67
quarter pounder fish burger,2,-2.3421674713543004,54.342863690183684,124236.68926158673,123612.46,1,1,124236.69,123612.46,1.0
chicken mushrooms onions,2,-1.5157614252381362,52.56002394026281,45064.37259797589,45060.93,1,1,45064.37,45060.93,1.0
medium kebab,2,-3.2671240165591904,54.982189975785246,41142.15246708809,41131.82,1,1,41142.15,41131.82,1.0
jalapenos flakes,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
donner meat pizza,2,-3.087967970163051,54.6811892713217,248656.96153370704,244812.77,1,1,248656.96,244812.77,0.0
decades,2,-1.0436550966041214,53.76924944647781,78907.58636734812,78907.46,1,1,78907.59,78907.46,1.0
mushroom topping,2,-2.2226373781630633,53.64882230949385,249590.23253014943,246245.74,1,1,249590.23,246245.74,0.0
chicken donner kebab,2,-1.6253908955790723,55.04815345566684,421152.46118374297,410504.18,1,1,421152.46,410504.18,0.0
square,2,-2.989562984647836,55.6344192202326,396776.1574698675,388458.54,1,1,396776.16,388458.54,0.0
carrot cake,2,-0.12930667414061114,53.21430746657537,191644.7801269998,191226.72,1,1,191644.78,191226.72,1.0
donner meat salad,2,-2.691819357038374,54.47749359069064,292870.6648960631,287785.85,1,1,292870.66,287785.85,0.0
one,2,-3.5422573213050352,53.76635846028976,307863.27314514184,306956.4,1,1,307863.27,306956.4,0.0
beef burger supper,2,-2.647452939929664,56.5481390680937,135624.3246153023,134821.21,1,1,135624.32,134821.21,1.0
rice chips,2,-4.45586740740559,53.99577627428101,198794.05435898033,198253.58,1,1,198794.05,198253.58,1.0
kebab king,2,-3.2652595955757877,53.96799756928452,324544.4335005564,319837.41,1,1,324544.43,319837.41,0.0
