word,cityNumber,word_central_lon,word_central_lat,radius,median,shopNumberLessThanMedian,shopNumberLargerThanMedian,largestDistance,avgDistance,word_ratio
fried,35,-2.1787086135698233,53.88865259748775,613112.0622692842,403400.56,64,62,748116.58,358521.05,0.17
bottle,35,-2.306118043443594,53.93305775071037,517782.2378078503,296639.33,70,56,749785.84,344893.47,0.29
side,35,-2.2241406491817983,53.7568682619501,592882.9846013607,294381.61,59,67,766571.65,346047.74,0.25
small,35,-2.3949609826886977,53.86123622267221,585314.1163187865,267780.19,86,73,742357.72,339829.52,0.25
are,35,-2.19105949326854,53.68826757227177,579698.2829714085,307324.75,60,50,779976.25,343523.06,0.34
jumbo,35,-2.203045049307522,53.95665871323053,625911.454510272,297738.04,57,50,758594.97,352216.72,0.33
chilli,35,-2.529632932131122,54.14866857175598,563737.1123935308,343209.9,68,62,708666.79,354468.01,0.22
all,34,-2.1275401053500067,53.722339753611934,567275.3554950071,279250.51,76,50,775945.33,340620.44,0.31
pineapple,34,-2.3731056283217193,54.00622606721299,612587.374882996,343886.29,68,60,759458.2,359208.23,0.23
garlic,34,-2.447124650947937,54.153343551225475,638266.5559880632,345402.35,70,64,782057.5,368912.8,0.24
contact,34,-2.2679439976899234,53.83341422593656,519120.0243784659,278498.52,75,58,751368.65,339712.17,0.31
deal,34,-2.626971321261147,54.02528868153093,610830.8476918772,316159.71,66,50,752139.24,344130.29,0.32
potato,34,-2.2488062552837684,53.77445321484021,530416.1987456613,278171.6,72,57,725340.37,330340.67,0.28
water,34,-2.251018905711998,53.84020542394903,608291.9924193743,278789.23,60,52,736421.95,336162.99,0.33
time,34,-2.2697740945624467,53.73294066583485,591127.3326138238,341902.78,73,54,769429.9,351561.59,0.29
egg,34,-2.4337129857351885,53.85064993718763,619163.2255680661,403589.73,53,62,729820.73,358957.01,0.17
tomato,34,-2.4259633789423223,54.11808732727055,632150.9770365633,345089.34,72,59,776737.85,365337.95,0.27
breast,34,-2.566028040981239,53.78184205812099,614740.3036357323,399800.54,54,56,751863.22,364640.19,0.17
monday,34,-2.260852373511424,53.61772681714925,571456.4813533085,384614.02,50,45,790473.88,357034.22,0.25
about,34,-2.3579806279694053,53.88055784529291,508890.3870462748,278580.29,72,51,739996.35,342442.7,0.24
