word,coordinations
breakfast bacon,"54.58333,-5.93333"
candy dessert,"51.48,-3.18"
tomato cheese chicken ham spicy pork mushrooms,"54.97328,-1.61396"
monster box,"53.41058,-2.97794"
kids cheese burger supper,"55.95206,-3.19648"
mozzarella tomato sauce bbq chicken onion peppers,"53.48095,-2.23743"
banquets,"53.41058,-2.97794"
chicken mein,"50.71936,-3.53271 52.20765,0.13200 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 54.89228,-2.93206"
stick,"50.83333,0.13333 52.6386,-1.13169"
king ribs,"54.77560,-1.58374 55.86515,-4.25763"
citrus backbone,"51.51279,-0.09184"
pizzaucoventry,"52.40656,-1.51217"
mushy peaslarge,"50.15201,-5.06654"
atmosphere,"53.79391,-1.75206"
chasni chicken tikka,"55.45862,-4.62849"
minimum donation,"53.79391,-1.75206"
vimto ml,"52.40656,-1.51217"
managers chicken,"53.48095,-2.23743"
liqueurs,"52.6386,-1.13169 55.95206,-3.19648"
cheese tomato mushroom peppers,"54.77560,-1.58374 54.89228,-2.93206"
layers,"52.9536,-1.15047 53.79648,-1.54785 53.79648,-1.54785 54.57309,-1.23258 54.97328,-1.61396 55.86515,-4.25763"
weegmans award,"53.79648,-1.54785"
grape,"51.51279,-0.09184"
kingfishernq,"53.48095,-2.23743"
donner,"50.71936,-3.53271 51.48,-3.18 52.20765,0.13200 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
kebab house,"52.9536,-1.15047 53.48095,-2.23743"
mildrice,"51.48,-3.18 51.48,-3.18"
lamb seekh kebab pcs,"54.77560,-1.58374 54.97328,-1.61396"
beefburger chips,"50.15201,-5.06654"
montepulciano grapes,"55.95206,-3.19648"
fish inn,"54.97328,-1.61396"
cheese mushroom onion pepper,"52.9536,-1.15047"
brownie,"50.71936,-3.53271 53.38297,-1.4659 54.77560,-1.58374 55.86515,-4.25763 56.46913,-2.97489"
chicken noodle soup,"53.41058,-2.97794 53.41058,-2.97794"
inch chicken tikka delight,"55.07216,-3.60218"
copyright uncle fish,"54.97328,-1.61396"
trouble,"55.45862,-4.62849"
bhindi,"52.6386,-1.13169"
margarita,"52.9536,-1.15047"
bacon cheese bbq sauce,"53.00415,-2.18538"
childrens meals,"50.15201,-5.06654 50.15201,-5.06654 50.37771,-4.14082 51.45523,-2.59665 52.9536,-1.15047 53.48095,-2.23743 53.79648,-1.54785 54.58333,-5.93333 54.66411,-2.75257"
coca cola ltr,"55.86515,-4.25763 55.86515,-4.25763"
chicken fillet bread,"54.77560,-1.58374 54.97328,-1.61396"
media copyright,"57.47908,-4.22398"
gum,"55.95206,-3.19648"
kebab rice,"53.48095,-2.23743"
p,"55.95206,-3.19648 55.95206,-3.19648"
nuts milk mustard soya,"51.48,-3.18"
mayo mayo relish bbqtomato burger stuff chilli,"50.37771,-4.14082"
inch beef scorcher,"52.48142,-1.89983"
janter manter sauce,"56.46913,-2.97489"
hakechipspeasdrnk,"51.48,-3.18 51.48,-3.18"
brave,"56.46913,-2.97489"
vegetable spring roll,"50.71936,-3.53271 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 53.41058,-2.97794"
liqueur coffees,"51.48,-3.18"
table service,"54.97328,-1.61396"
apna style kebabs,"52.6386,-1.13169"
mozzarella ham chicken,"55.86515,-4.25763"
pizza lazio,"55.86515,-4.25763"
chinesevegetablecurry,"52.05834,1.15472"
kebab chicken,"51.48,-3.18 53.41058,-2.97794 53.48095,-2.23743 54.58333,-5.93333"
chip baguette,"54.58333,-5.93333"
orange l,"50.71936,-3.53271 51.62125,-3.94490 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 53.48095,-2.23743 53.79391,-1.75206 53.79648,-1.54785 54.58333,-5.93333 54.77560,-1.58374 54.97328,-1.61396 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763"
smokey sausage,"54.32822,-2.74565 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396"
donner kebab apna style,"52.6386,-1.13169"
york chicken cheese baguette,"54.58333,-5.93333"
beer strongbow,"55.95206,-3.19648"
inch pollo angelano,"54.57309,-1.23258 54.97328,-1.61396"
quality delivery driver,"55.86515,-4.25763"
peasbeanscurrygravy,"53.38297,-1.4659"
vegetable fun,"52.20765,0.13200"
heinz ketchup sachet,"52.48142,-1.89983"
park branch,"51.45523,-2.59665"
cheese tomato pepperoni jalapenos,"54.97328,-1.61396"
orange ml,"52.40656,-1.51217"
spaghetti puttanesca,"55.07216,-3.60218"
vegetable patties,"52.6386,-1.13169"
salad quarter pounder cheeseburger bags,"54.77560,-1.58374"
chicken leg,"50.83333,0.13333 51.48,-3.18 51.48,-3.18 51.62125,-3.94490 53.48095,-2.23743 54.58333,-5.93333 54.77560,-1.58374 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 57.14369,-2.09814"
bettys fish,"53.79391,-1.75206"
change,"53.48095,-2.23743 53.79391,-1.75206 53.79648,-1.54785 54.58333,-5.93333 55.95206,-3.19648"
inch onion,"56.46913,-2.97489"
inch firenze,"54.97328,-1.61396"
tomatoes onion,"53.48095,-2.23743"
pasta cream,"55.07216,-3.60218"
doner meat chicken kebab salad spicy onions sauce,"56.46913,-2.97489"
peking pork,"52.20765,0.13200"
meat chips salad,"54.77560,-1.58374 54.97328,-1.61396"
premium salmon,"53.48095,-2.23743"
kids club,"53.79648,-1.54785"
fishminster,"51.45523,-2.59665"
doner kebab calories,"53.79391,-1.75206"
dip supper,"55.86515,-4.25763"
bacon range egg slice,"54.58333,-5.93333"
italiano,"53.00415,-2.18538 55.95206,-3.19648 55.95206,-3.19648"
gran slam,"53.79648,-1.54785"
hawabi garam masala,"56.46913,-2.97489"
chicken tikka,"50.71936,-3.53271 51.48,-3.18 51.48,-3.18 52.20765,0.13200 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 53.00415,-2.18538 53.48095,-2.23743 53.79648,-1.54785 53.79648,-1.54785 54.57309,-1.23258 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.45862,-4.62849 55.86515,-4.25763 56.46913,-2.97489"
chicken tikke,"53.00415,-2.18538"
steaksausagelamb chop liver bacon,"53.41058,-2.97794"
rice pudding,"53.48095,-2.23743 53.79648,-1.54785"
northenden road,"53.48095,-2.23743"
pakoras pizza,"55.86515,-4.25763"
fish tikka,"52.48142,-1.89983"
ice cream meat products sauces,"54.89228,-2.93206"
tomato mayonnaise,"51.48,-3.18 54.58333,-5.93333"
kids sausage supper,"55.95206,-3.19648"
chicken mushroom,"52.9536,-1.15047 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
meat toppings,"55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763"
carton drink,"53.41058,-2.97794"
jalandhri chicken tikka,"55.45862,-4.62849"
fishfinger,"53.41058,-2.97794 54.32822,-2.74565"
mansfield,"52.9536,-1.15047"
cheese sauce doner,"54.89228,-2.93206"
tikka meal,"55.45862,-4.62849"
pepperoni turkey ham,"52.9536,-1.15047 55.45862,-4.62849"
donner wrap inch bread,"54.57309,-1.23258"
decker,"52.9536,-1.15047 53.00415,-2.18538 55.95206,-3.19648"
berry panna cotta,"51.51279,-0.09184"
can,"51.45523,-2.59665 51.48,-3.18 51.48,-3.18 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.38297,-1.4659 53.48095,-2.23743 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.58333,-5.93333 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.99620,-7.30237 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489 57.14369,-2.09814"
chicken dipper box,"50.15201,-5.06654"
bean fish,"52.20765,0.13200"
pounder chicken bacon,"54.89228,-2.93206"
burgers supper,"55.95206,-3.19648"
chicken tikka onions peppers,"52.48142,-1.89983"
heart,"51.45523,-2.59665 51.51279,-0.09184"
pepper combo,"53.41058,-2.97794"
jalapeno cheese poppers,"55.95206,-3.19648 55.95206,-3.19648"
december,"53.79648,-1.54785"
chip,"50.15201,-5.06654 50.71936,-3.53271 50.71936,-3.53271 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 52.05834,1.15472 52.05834,1.15472 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.7446,-0.33525 53.7446,-0.33525 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.57309,-1.23258 54.57309,-1.23258 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.66411,-2.75257 54.66411,-2.75257 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814 57.14369,-2.09814 57.47908,-4.22398"
street inverness nova scotia,"57.47908,-4.22398"
tomato lettuce,"55.95206,-3.19648"
fish cake,"50.15201,-5.06654 50.15201,-5.06654 50.71936,-3.53271 50.71936,-3.53271 50.83333,0.13333 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 52.05834,1.15472 52.05834,1.15472 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.57309,-1.23258 54.57309,-1.23258 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 57.14369,-2.09814 57.14369,-2.09814 57.47908,-4.22398 57.47908,-4.22398"
waffle strawberries banana,"52.40656,-1.51217"
donner shawarma calzone,"55.86515,-4.25763"
kids pizza slice,"52.40656,-1.51217"
donner kebab calzone,"55.86515,-4.25763"
vegetable soup,"52.20765,0.13200 53.41058,-2.97794 55.86515,-4.25763"
island meat,"54.58333,-5.93333"
onion spicy sriracha sauce,"54.58333,-5.93333"
criterion,"55.86515,-4.25763"
sum combo,"53.41058,-2.97794"
mediterranean pizza,"52.48142,-1.89983"
della casa,"55.95206,-3.19648 55.95206,-3.19648"
cod goujons,"51.51279,-0.09184 51.51279,-0.09184 52.9536,-1.15047 54.58333,-5.93333"
product,"51.48,-3.18 53.7446,-0.33525 53.79391,-1.75206"
tikka rogan,"52.6386,-1.13169"
vinegar option,"53.48095,-2.23743"
produce,"53.7446,-0.33525 54.58333,-5.93333"
fishcotheque web development,"51.51279,-0.09184"
chicken hawabi garam masala,"56.46913,-2.97489"
soda bread potato bread,"54.58333,-5.93333"
choice bag,"55.86515,-4.25763"
donner roll burger,"56.46913,-2.97489"
bbq base cheese chicken,"53.79648,-1.54785"
inch vegetariano,"53.00415,-2.18538"
pizza sauce,"52.48142,-1.89983 54.77560,-1.58374"
inch vegetariana,"55.07216,-3.60218"
corona,"52.6386,-1.13169"
tahini,"53.41058,-2.97794"
bbq base chicken,"52.6386,-1.13169 52.9536,-1.15047 55.86515,-4.25763"
cod portion,"51.48,-3.18"
egg mayo roll,"55.86515,-4.25763"
bite deal,"57.47908,-4.22398"
pizza toppings,"55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
choice pizza,"50.83333,0.13333 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169"
chicken tikka rogan,"56.46913,-2.97489"
tablets,"55.86515,-4.25763"
prosecco,"51.48,-3.18 51.51279,-0.09184 55.95206,-3.19648"
birds,"52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047"
cola,"54.58333,-5.93333 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
vegetable foo ls,"52.20765,0.13200"
shashlik,"52.6386,-1.13169"
diet cola,"55.07216,-3.60218"
capital fish bar,"51.48,-3.18"
vegetable deluxe,"52.48142,-1.89983"
forms,"52.20765,0.13200 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 54.57309,-1.23258 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
cheese nan,"55.45862,-4.62849 56.46913,-2.97489"
quarter crispy duck peking style,"52.20765,0.13200"
jalapenpo,"52.48142,-1.89983"
halal sausage,"52.9536,-1.15047"
tomato cheese beef jalapenos onions,"54.77560,-1.58374"
foodvis alwayvnice,"53.41058,-2.97794"
pineapple fritters,"52.6386,-1.13169 53.79648,-1.54785 55.07216,-3.60218 56.46913,-2.97489"
pizza chicken wingssalad,"57.47908,-4.22398"
bottle pepsi,"53.38297,-1.4659"
beef baguette,"53.79648,-1.54785"
prunes,"54.89228,-2.93206"
tomato cheese ham chicken mushroom,"54.77560,-1.58374"
half,"50.37771,-4.14082 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648"
son,"51.51279,-0.09184"
spring roll,"51.45523,-2.59665 51.45523,-2.59665 51.51279,-0.09184 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.48095,-2.23743 53.79391,-1.75206 54.32822,-2.74565 54.89228,-2.93206 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
capital dishes,"52.20765,0.13200"
parking catch,"53.79391,-1.75206"
chicken samosa,"53.00415,-2.18538 57.14369,-2.09814 57.14369,-2.09814"
mozzarella tomato sauce chicken keema,"53.48095,-2.23743"
patatas potato,"51.45523,-2.59665"
sausage chips sauce,"52.9536,-1.15047"
talapia,"53.79391,-1.75206"
bolognaise parmo,"54.57309,-1.23258"
belveder,"55.95206,-3.19648"
shop@smithyschippycouk,"53.7446,-0.33525"
actity bag,"55.07216,-3.60218"
inch vegetable calzone,"52.9536,-1.15047"
jerrys,"50.71936,-3.53271 51.45523,-2.59665 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489"
goose,"55.95206,-3.19648"
year,"53.48095,-2.23743"
album,"51.51279,-0.09184"
cheese roll,"51.62125,-3.94490 55.86515,-4.25763"
house chilli sauce,"53.41058,-2.97794"
water bottle,"52.48142,-1.89983 52.9536,-1.15047 53.79391,-1.75206 54.77560,-1.58374 54.89228,-2.93206 54.97328,-1.61396 55.07216,-3.60218"
ml bottle,"51.48,-3.18"
thirst,"52.40656,-1.51217"
bacon pizza,"52.63220,1.28925 54.89228,-2.93206 57.14369,-2.09814"
penne pasta tubes,"53.00415,-2.18538"
monkfish,"51.48,-3.18 52.9536,-1.15047 52.9536,-1.15047"
romana pizza,"55.95206,-3.19648"
kids meal hamburger,"55.86515,-4.25763"
vegetable mazaedar,"56.46913,-2.97489"
quarter pounder beef burger,"50.71936,-3.53271 51.45523,-2.59665 52.48142,-1.89983 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489"
sausage onion tomato,"55.07216,-3.60218"
shop prices,"53.79391,-1.75206"
jaipuri,"56.46913,-2.97489"
cart,"50.83333,0.13333 52.40656,-1.51217 53.48095,-2.23743 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396"
pounder doner burger,"54.89228,-2.93206 55.07216,-3.60218"
ocean trawlers,"53.79391,-1.75206"
yoghurt butter,"52.6386,-1.13169"
americana burger,"53.79391,-1.75206 53.79648,-1.54785"
tomato cheese ham,"52.9536,-1.15047 54.77560,-1.58374 54.97328,-1.61396"
card,"53.79648,-1.54785"
care,"50.15201,-5.06654 53.7446,-0.33525 53.79648,-1.54785"
coke diet coke,"52.40656,-1.51217 52.6386,-1.13169 53.79648,-1.54785"
ebbw award,"51.48,-3.18"
chips dip,"50.15201,-5.06654"
sausage onions ham,"52.20765,0.13200"
delicatley,"53.7446,-0.33525"
promotion,"52.20765,0.13200 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 54.57309,-1.23258 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
onion bacon mushroom,"52.63220,1.28925"
bhoona prawns,"55.45862,-4.62849"
pineapple turkey,"52.48142,-1.89983"
donner panini,"53.79391,-1.75206"
onions herbs,"56.46913,-2.97489"
salad chicken,"55.86515,-4.25763"
chicken tikka korma,"56.46913,-2.97489"
lam donner meat,"54.90465,-1.38222"
message,"53.48095,-2.23743 53.79648,-1.54785 54.90465,-1.38222"
chicken bbq,"50.83333,0.13333"
chicken poori,"55.45862,-4.62849"
kids mozzarella sticks,"53.79648,-1.54785"
donner chips cheese,"55.95206,-3.19648"
tattie,"55.07216,-3.60218"
fish city,"54.58333,-5.93333"
savouries,"51.45523,-2.59665 51.48,-3.18 52.48142,-1.89983 52.6386,-1.13169 53.00415,-2.18538 53.38297,-1.4659 54.77560,-1.58374"
combination kebabs,"51.45523,-2.59665 52.20765,0.13200 52.63220,1.28925 52.9536,-1.15047 52.9536,-1.15047 53.48095,-2.23743 55.95206,-3.19648"
mix doner kebab,"52.9536,-1.15047"
kebab baguette,"52.48142,-1.89983 53.79648,-1.54785"
preservatives,"53.79391,-1.75206 53.79648,-1.54785"
pepperoni mushrooms onion,"52.6386,-1.13169"
tea cup,"51.51279,-0.09184"
cornwall,"50.15201,-5.06654 50.37771,-4.14082"
kids chocolate,"55.95206,-3.19648"
redland,"51.45523,-2.59665"
naans,"52.6386,-1.13169 52.6386,-1.13169 53.79391,-1.75206 54.77560,-1.58374"
mozzarella fingers,"55.86515,-4.25763"
chicken spring onion peppers,"52.48142,-1.89983"
fish chip establishments,"50.15201,-5.06654"
vegetable burger,"50.37771,-4.14082 52.40656,-1.51217 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 53.00415,-2.18538 53.79391,-1.75206 53.79648,-1.54785 54.66411,-2.75257 54.66411,-2.75257 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 57.14369,-2.09814"
gobi,"52.6386,-1.13169 53.79648,-1.54785"
breadcrumbs cod fish,"53.00415,-2.18538"
cheesy pasta penne,"55.95206,-3.19648 55.95206,-3.19648"
anniesland,"55.86515,-4.25763"
ice cream raspberry ripple,"55.86515,-4.25763"
helena road,"53.79391,-1.75206"
apples,"51.51279,-0.09184 55.95206,-3.19648"
fruits,"51.62125,-3.94490 53.79648,-1.54785 55.95206,-3.19648"
cod haddock,"51.51279,-0.09184 52.6386,-1.13169 54.90465,-1.38222"
