word,coordinations
cash,"51.51279,-0.09184 53.48095,-2.23743 54.89228,-2.93206 55.95206,-3.19648 55.07216,-3.60218 "
cask,"55.95206,-3.19648 "
bufala,"55.95206,-3.19648 "
gong,"52.20765,0.13200 "
lucazade,"55.95206,-3.19648 "
vegeterian,"53.38297,-1.4659 "
coca,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 55.07216,-3.60218 51.62125,-3.94490 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 "
pollo,"52.9536,-1.15047 54.57309,-1.23258 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.89228,-2.93206 54.89228,-2.93206 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 55.07216,-3.60218 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 54.58333,-5.93333 "
cancelled,"53.48095,-2.23743 "
longford,"52.40656,-1.51217 "
farsley,"53.79648,-1.54785 "
aperitif,"52.6386,-1.13169 53.79648,-1.54785 "
queue,"50.15201,-5.06654 "
steakburgers,"54.58333,-5.93333 "
thatll,"51.51279,-0.09184 "
alcoholic,"51.51279,-0.09184 55.95206,-3.19648 51.62125,-3.94490 "
campango,"55.95206,-3.19648 "
telephone,"51.51279,-0.09184 53.7446,-0.33525 53.7446,-0.33525 53.38297,-1.4659 53.79648,-1.54785 53.79391,-1.75206 53.48095,-2.23743 53.48095,-2.23743 54.66411,-2.75257 54.89228,-2.93206 50.15201,-5.06654 "
worri,"50.15201,-5.06654 "
monk,"52.20765,0.13200 "
middle,"54.97328,-1.61396 "
evening,"53.79648,-1.54785 53.48095,-2.23743 57.47908,-4.22398 "
baingon,"52.6386,-1.13169 "
codfather,"52.48142,-1.89983 "
protein,"53.79391,-1.75206 53.79391,-1.75206 54.89228,-2.93206 "
aspley,"52.9536,-1.15047 "
everyday,"51.51279,-0.09184 52.20765,0.13200 "
worry,"54.89228,-2.93206 "
carraro,"55.95206,-3.19648 "
grimsby,"52.6386,-1.13169 "
different,"52.6386,-1.13169 53.79648,-1.54785 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 54.89228,-2.93206 54.89228,-2.93206 51.48,-3.18 54.58333,-5.93333 "
develop,"54.90465,-1.38222 55.95206,-3.19648 "
medim,"53.38297,-1.4659 "
april,"50.15201,-5.06654 "
media,"53.7446,-0.33525 57.47908,-4.22398 "
bryony,"50.15201,-5.06654 "
expired,"51.48,-3.18 55.95206,-3.19648 54.58333,-5.93333 "
hadddock,"53.79391,-1.75206 "
same,"53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 55.95206,-3.19648 55.86515,-4.25763 55.45862,-4.62849 "
check,"51.51279,-0.09184 53.7446,-0.33525 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.90465,-1.38222 53.38297,-1.4659 53.79648,-1.54785 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 51.48,-3.18 51.48,-3.18 55.07216,-3.60218 55.07216,-3.60218 52.63220,1.28925 "
lambert,"55.95206,-3.19648 55.95206,-3.19648 "
sriracha,"54.58333,-5.93333 "
html,"53.48095,-2.23743 "
macaroni,"53.79648,-1.54785 54.97328,-1.61396 57.14369,-2.09814 57.14369,-2.09814 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 55.07216,-3.60218 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 "
lite,"53.79391,-1.75206 53.48095,-2.23743 55.86515,-4.25763 54.58333,-5.93333 52.05834,1.15472 "
kurdyla,"50.15201,-5.06654 "
cotton,"55.86515,-4.25763 "
pal,"56.46913,-2.97489 "
isle,"55.86515,-4.25763 "
pan,"53.7446,-0.33525 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 53.79648,-1.54785 54.77560,-1.58374 52.48142,-1.89983 53.00415,-2.18538 54.89228,-2.93206 54.89228,-2.93206 50.15201,-5.06654 "
week,"51.51279,-0.09184 53.38297,-1.4659 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 51.48,-3.18 55.95206,-3.19648 50.15201,-5.06654 "
abigthanksto,"53.79391,-1.75206 "
oil,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.48095,-2.23743 54.89228,-2.93206 53.41058,-2.97794 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 55.86515,-4.25763 50.15201,-5.06654 52.20765,0.13200 "
swiss,"53.41058,-2.97794 51.48,-3.18 "
stewartstown,"54.58333,-5.93333 "
singapore,"51.51279,-0.09184 54.89228,-2.93206 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 50.71936,-3.53271 52.20765,0.13200 "
arctic,"53.79391,-1.75206 "
foam,"53.79648,-1.54785 "
munch,"54.77560,-1.58374 54.97328,-1.61396 56.46913,-2.97489 55.45862,-4.62849 55.45862,-4.62849 "
producers,"54.58333,-5.93333 "
carlsberg,"52.6386,-1.13169 55.95206,-3.19648 "
fruit,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 53.79391,-1.75206 52.48142,-1.89983 57.14369,-2.09814 51.45523,-2.59665 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 51.62125,-3.94490 51.62125,-3.94490 50.37771,-4.14082 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 50.15201,-5.06654 54.58333,-5.93333 52.20765,0.13200 50.83333,0.13333 "
garganega,"51.51279,-0.09184 "
delicate,"51.51279,-0.09184 53.79648,-1.54785 53.79648,-1.54785 "
toamto,"54.97328,-1.61396 54.97328,-1.61396 "
cheery,"54.77560,-1.58374 54.97328,-1.61396 "
harrishona,"53.79391,-1.75206 "
defo,"52.9536,-1.15047 53.79391,-1.75206 "
tradition,"53.79391,-1.75206 "
renewable,"53.79391,-1.75206 "
booster,"55.45862,-4.62849 "
omelette,"52.6386,-1.13169 53.00415,-2.18538 53.48095,-2.23743 51.45523,-2.59665 54.89228,-2.93206 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 55.95206,-3.19648 50.71936,-3.53271 55.86515,-4.25763 55.45862,-4.62849 52.20765,0.13200 "
gordon,"51.48,-3.18 55.95206,-3.19648 50.15201,-5.06654 "
flaked,"52.6386,-1.13169 54.90465,-1.38222 55.45862,-4.62849 "
munchy,"57.14369,-2.09814 54.89228,-2.93206 56.46913,-2.97489 55.95206,-3.19648 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 "
niersteiner,"53.79648,-1.54785 "
bodied,"51.51279,-0.09184 54.90465,-1.38222 53.79648,-1.54785 51.48,-3.18 55.95206,-3.19648 "
floor,"51.51279,-0.09184 "
snowball,"55.07216,-3.60218 "
without,"52.9536,-1.15047 54.90465,-1.38222 53.38297,-1.4659 53.79648,-1.54785 53.79391,-1.75206 53.48095,-2.23743 53.41058,-2.97794 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.86515,-4.25763 55.86515,-4.25763 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 50.83333,0.13333 "
poplar,"53.38297,-1.4659 "
bottle,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 51.45523,-2.59665 54.32822,-2.74565 54.66411,-2.75257 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 55.07216,-3.60218 51.62125,-3.94490 50.37771,-4.14082 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 52.20765,0.13200 50.83333,0.13333 52.05834,1.15472 52.05834,1.15472 52.63220,1.28925 "
deliever,"50.71936,-3.53271 "
papalina,"55.95206,-3.19648 "
grappa,"51.51279,-0.09184 "
uncomplicated,"53.79648,-1.54785 55.95206,-3.19648 "
amazed,"51.51279,-0.09184 "
covercaf,"53.79391,-1.75206 "
aberdeen,"55.95206,-3.19648 50.83333,0.13333 "
summer,"52.9536,-1.15047 52.9536,-1.15047 52.40656,-1.51217 54.77560,-1.58374 54.97328,-1.61396 57.14369,-2.09814 56.46913,-2.97489 56.46913,-2.97489 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 52.20765,0.13200 "
outdoor,"54.57309,-1.23258 "
steamed,"51.51279,-0.09184 51.51279,-0.09184 52.40656,-1.51217 53.79648,-1.54785 53.79391,-1.75206 53.79391,-1.75206 53.00415,-2.18538 53.41058,-2.97794 54.58333,-5.93333 "
they,"51.51279,-0.09184 51.51279,-0.09184 52.9536,-1.15047 52.40656,-1.51217 53.79648,-1.54785 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 54.89228,-2.93206 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 "
wale,"51.62125,-3.94490 52.63220,1.28925 "
being,"53.7446,-0.33525 52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 53.79648,-1.54785 53.79391,-1.75206 55.95206,-3.19648 52.63220,1.28925 "
souther,"51.51279,-0.09184 "
indulge,"55.86515,-4.25763 "
pacha,"55.95206,-3.19648 "
tattie,"55.07216,-3.60218 "
rest,"53.7446,-0.33525 52.9536,-1.15047 52.9536,-1.15047 "
dowling,"50.15201,-5.06654 "
unofficial,"51.51279,-0.09184 51.51279,-0.09184 "
foot,"53.00415,-2.18538 54.32822,-2.74565 54.58333,-5.93333 "
griddle,"55.95206,-3.19648 "
reputable,"53.79648,-1.54785 53.79648,-1.54785 "
doonner,"52.9536,-1.15047 "
invalid,"50.83333,0.13333 "
touch,"51.51279,-0.09184 51.51279,-0.09184 53.79648,-1.54785 54.97328,-1.61396 53.79391,-1.75206 52.48142,-1.89983 56.46913,-2.97489 55.95206,-3.19648 55.07216,-3.60218 55.86515,-4.25763 55.45862,-4.62849 "
madness,"54.58333,-5.93333 "
gleaming,"50.15201,-5.06654 "
barbecued,"52.6386,-1.13169 52.9536,-1.15047 54.89228,-2.93206 53.41058,-2.97794 55.95206,-3.19648 50.71936,-3.53271 55.45862,-4.62849 52.20765,0.13200 52.63220,1.28925 "
weekly,"51.51279,-0.09184 53.48095,-2.23743 "
sampled,"52.40656,-1.51217 "
tonys,"56.46913,-2.97489 50.15201,-5.06654 "
death,"53.79648,-1.54785 "
dipped,"52.40656,-1.51217 54.77560,-1.58374 54.97328,-1.61396 53.79391,-1.75206 56.46913,-2.97489 55.95206,-3.19648 55.07216,-3.60218 54.58333,-5.93333 "
reprocessed,"53.79391,-1.75206 "
hint,"51.51279,-0.09184 53.79648,-1.54785 54.97328,-1.61396 53.00415,-2.18538 51.48,-3.18 "
thinking,"50.15201,-5.06654 "
rose,"51.51279,-0.09184 51.51279,-0.09184 52.9536,-1.15047 53.79648,-1.54785 54.89228,-2.93206 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 51.62125,-3.94490 52.63220,1.28925 "
adulterated,"53.7446,-0.33525 "
narborough,"52.6386,-1.13169 "
seems,"54.97328,-1.61396 "
except,"52.6386,-1.13169 54.77560,-1.58374 53.48095,-2.23743 "
desktop,"54.97328,-1.61396 "
blog,"54.57309,-1.23258 53.48095,-2.23743 "
dipper,"53.7446,-0.33525 54.77560,-1.58374 52.48142,-1.89983 51.45523,-2.59665 56.46913,-2.97489 53.41058,-2.97794 55.95206,-3.19648 50.15201,-5.06654 "
choclate,"54.97328,-1.61396 "
treatment,"53.79391,-1.75206 "
hind,"51.51279,-0.09184 "
coban,"52.9536,-1.15047 "
oloroso,"55.95206,-3.19648 "
extensive,"52.9536,-1.15047 53.79391,-1.75206 53.48095,-2.23743 50.37771,-4.14082 52.63220,1.28925 "
wincobank,"53.38297,-1.4659 "
exceeds,"54.97328,-1.61396 "
peper,"50.83333,0.13333 "
real,"54.77560,-1.58374 53.41058,-2.97794 51.48,-3.18 55.95206,-3.19648 55.86515,-4.25763 50.15201,-5.06654 54.58333,-5.93333 "
anchovy,"57.14369,-2.09814 55.95206,-3.19648 55.95206,-3.19648 "
crusty,"53.7446,-0.33525 56.46913,-2.97489 "
around,"52.9536,-1.15047 53.79648,-1.54785 53.79391,-1.75206 53.41058,-2.97794 57.47908,-4.22398 50.15201,-5.06654 "
oop,"50.83333,0.13333 "
choic,"50.15201,-5.06654 52.63220,1.28925 "
read,"53.48095,-2.23743 53.48095,-2.23743 51.48,-3.18 50.37771,-4.14082 "
virginia,"55.95206,-3.19648 "
mot,"51.51279,-0.09184 "
early,"51.51279,-0.09184 52.9536,-1.15047 "
hawabi,"56.46913,-2.97489 "
nanbread,"53.48095,-2.23743 "
anchovi,"52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 54.90465,-1.38222 52.48142,-1.89983 52.48142,-1.89983 51.45523,-2.59665 54.89228,-2.93206 56.46913,-2.97489 53.41058,-2.97794 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 52.20765,0.13200 50.83333,0.13333 "
grid,"53.79391,-1.75206 "
mon,"52.9536,-1.15047 52.9536,-1.15047 54.90465,-1.38222 53.79648,-1.54785 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 54.66411,-2.75257 54.89228,-2.93206 56.46913,-2.97489 57.47908,-4.22398 55.86515,-4.25763 54.58333,-5.93333 54.58333,-5.93333 52.05834,1.15472 "
mom,"50.83333,0.13333 "
dineorder,"52.9536,-1.15047 57.47908,-4.22398 "
venezie,"55.95206,-3.19648 "
world,"51.51279,-0.09184 52.9536,-1.15047 52.40656,-1.51217 53.79391,-1.75206 55.95206,-3.19648 54.58333,-5.93333 "
rollveggie,"50.83333,0.13333 "
accepted,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 52.40656,-1.51217 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 51.48,-3.18 55.07216,-3.60218 55.07216,-3.60218 52.20765,0.13200 52.63220,1.28925 "
gril,"52.6386,-1.13169 "
fryer,"52.6386,-1.13169 52.9536,-1.15047 53.79391,-1.75206 53.00415,-2.18538 "
rear,"54.57309,-1.23258 "
rocky,"52.48142,-1.89983 56.46913,-2.97489 55.95206,-3.19648 "
clam,"51.51279,-0.09184 "
ponte,"55.95206,-3.19648 "
blackberri,"51.51279,-0.09184 "
stranger,"50.15201,-5.06654 "
patrick,"50.15201,-5.06654 "
fajita,"53.48095,-2.23743 51.48,-3.18 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 54.58333,-5.93333 "
souvlaki,"53.41058,-2.97794 "
leek,"52.9536,-1.15047 52.9536,-1.15047 51.48,-3.18 "
mouthwateringly,"54.58333,-5.93333 "
worthing,"50.83333,0.13333 "
nose,"51.51279,-0.09184 55.95206,-3.19648 "
fully,"54.97328,-1.61396 53.79391,-1.75206 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 "
pjs,"50.83333,0.13333 "
served,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 53.7446,-0.33525 53.7446,-0.33525 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.57309,-1.23258 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 54.32822,-2.74565 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 55.07216,-3.60218 55.07216,-3.60218 51.62125,-3.94490 50.37771,-4.14082 50.37771,-4.14082 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.99620,-7.30237 52.20765,0.13200 52.20765,0.13200 50.83333,0.13333 52.05834,1.15472 52.63220,1.28925 52.63220,1.28925 "
tower,"52.40656,-1.51217 55.95206,-3.19648 "
tart,"53.79391,-1.75206 53.79391,-1.75206 "
trying,"50.83333,0.13333 "
seating,"54.57309,-1.23258 53.79391,-1.75206 "
ddonno,"51.51279,-0.09184 "
crafted,"52.63220,1.28925 "
timekeeping,"50.71936,-3.53271 "
exposed,"53.79391,-1.75206 "
boscaiola,"55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 "
naan,"52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.48095,-2.23743 56.46913,-2.97489 55.86515,-4.25763 "
ricotta,"51.48,-3.18 55.95206,-3.19648 "
pickled,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.90465,-1.38222 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 51.45523,-2.59665 54.32822,-2.74565 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 51.62125,-3.94490 50.37771,-4.14082 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 55.45862,-4.62849 50.15201,-5.06654 50.15201,-5.06654 52.20765,0.13200 50.83333,0.13333 50.83333,0.13333 50.83333,0.13333 52.05834,1.15472 52.05834,1.15472 52.63220,1.28925 52.63220,1.28925 "
humdinger,"54.58333,-5.93333 "
japanese,"50.15201,-5.06654 52.20765,0.13200 50.83333,0.13333 "
calculated,"54.58333,-5.93333 "
hikarys,"51.62125,-3.94490 "
potion,"52.40656,-1.51217 "
lobster,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 54.89228,-2.93206 51.48,-3.18 52.63220,1.28925 "
hove,"50.83333,0.13333 "
kola,"56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 55.45862,-4.62849 "
gateaux,"54.89228,-2.93206 "
intact,"53.48095,-2.23743 "
garllic,"55.07216,-3.60218 "
chewing,"55.95206,-3.19648 "
floured,"53.7446,-0.33525 54.97328,-1.61396 53.41058,-2.97794 50.15201,-5.06654 50.15201,-5.06654 "
provided,"54.97328,-1.61396 53.48095,-2.23743 53.48095,-2.23743 51.48,-3.18 "
