word,coordinations
went,"50.15201,-5.06654 50.15201,-5.06654 "
bolonese,"54.97328,-1.61396 "
rosemary,"54.90465,-1.38222 "
meal,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 53.7446,-0.33525 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.57309,-1.23258 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 54.32822,-2.74565 54.66411,-2.75257 54.66411,-2.75257 54.66411,-2.75257 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 51.62125,-3.94490 51.62125,-3.94490 50.37771,-4.14082 50.37771,-4.14082 57.47908,-4.22398 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 55.45862,-4.62849 50.15201,-5.06654 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.99620,-7.30237 52.20765,0.13200 52.20765,0.13200 50.83333,0.13333 50.83333,0.13333 52.05834,1.15472 52.05834,1.15472 52.63220,1.28925 52.63220,1.28925 "
bone,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.79648,-1.54785 53.79648,-1.54785 53.79391,-1.75206 53.48095,-2.23743 54.89228,-2.93206 53.41058,-2.97794 53.41058,-2.97794 55.95206,-3.19648 54.58333,-5.93333 54.58333,-5.93333 "
mean,"53.38297,-1.4659 53.79391,-1.75206 50.15201,-5.06654 "
lifted,"51.51279,-0.09184 "
diggidy,"51.62125,-3.94490 "
laboratori,"54.58333,-5.93333 "
affogato,"51.51279,-0.09184 55.95206,-3.19648 "
diane,"55.95206,-3.19648 "
prawn,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.90465,-1.38222 54.90465,-1.38222 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 55.07216,-3.60218 55.07216,-3.60218 51.62125,-3.94490 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 52.20765,0.13200 52.20765,0.13200 50.83333,0.13333 52.63220,1.28925 52.63220,1.28925 "
though,"51.48,-3.18 50.15201,-5.06654 "
waffle,"52.40656,-1.51217 55.07216,-3.60218 "
owner,"53.79391,-1.75206 53.48095,-2.23743 51.48,-3.18 50.15201,-5.06654 "
turnip,"55.95206,-3.19648 "
savaloy,"52.9536,-1.15047 51.48,-3.18 50.15201,-5.06654 "
sunniside,"54.97328,-1.61396 "
kohenoor,"56.46913,-2.97489 "
whit,"52.9536,-1.15047 "
beefburger,"52.6386,-1.13169 54.90465,-1.38222 53.00415,-2.18538 53.41058,-2.97794 55.07216,-3.60218 50.15201,-5.06654 "
extract,"51.48,-3.18 "
ring,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.57309,-1.23258 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 54.32822,-2.74565 54.66411,-2.75257 54.66411,-2.75257 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 51.62125,-3.94490 50.37771,-4.14082 50.37771,-4.14082 57.47908,-4.22398 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 50.15201,-5.06654 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 52.20765,0.13200 50.83333,0.13333 50.83333,0.13333 50.83333,0.13333 52.05834,1.15472 52.05834,1.15472 52.05834,1.15472 52.63220,1.28925 "
fatty,"53.79391,-1.75206 "
goo,"52.40656,-1.51217 "
chap,"53.79648,-1.54785 "
kiev,"51.51279,-0.09184 52.6386,-1.13169 54.57309,-1.23258 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.00415,-2.18538 53.00415,-2.18538 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 "
driving,"54.58333,-5.93333 "
trentham,"53.00415,-2.18538 "
god,"55.86515,-4.25763 "
crucial,"52.48142,-1.89983 "
rodeo,"55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 "
horsforth,"53.79648,-1.54785 "
george,"52.9536,-1.15047 "
content,"53.7446,-0.33525 52.9536,-1.15047 53.79391,-1.75206 53.00415,-2.18538 57.47908,-4.22398 54.58333,-5.93333 "
sml,"52.6386,-1.13169 52.48142,-1.89983 51.48,-3.18 51.48,-3.18 50.83333,0.13333 "
freshest,"53.79648,-1.54785 53.79391,-1.75206 51.45523,-2.59665 55.86515,-4.25763 52.63220,1.28925 "
debit,"51.51279,-0.09184 54.57309,-1.23258 53.79391,-1.75206 "
heavenly,"52.40656,-1.51217 "
surprise,"53.79648,-1.54785 53.00415,-2.18538 55.86515,-4.25763 "
palak,"53.79648,-1.54785 "
size,"52.6386,-1.13169 53.38297,-1.4659 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.00415,-2.18538 54.66411,-2.75257 54.89228,-2.93206 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 55.07216,-3.60218 57.47908,-4.22398 55.86515,-4.25763 55.45862,-4.62849 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 "
gamberetti,"55.07216,-3.60218 "
sma,"55.07216,-3.60218 "
haggis,"54.90465,-1.38222 54.90465,-1.38222 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 57.14369,-2.09814 57.14369,-2.09814 54.32822,-2.74565 54.66411,-2.75257 54.66411,-2.75257 54.66411,-2.75257 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 "
foundation,"53.79391,-1.75206 "
clarence,"50.37771,-4.14082 "
ayr,"55.45862,-4.62849 "
harry,"53.79391,-1.75206 "
free,"51.51279,-0.09184 51.51279,-0.09184 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.57309,-1.23258 54.90465,-1.38222 54.90465,-1.38222 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 54.32822,-2.74565 54.66411,-2.75257 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 51.62125,-3.94490 50.37771,-4.14082 57.47908,-4.22398 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 52.20765,0.13200 50.83333,0.13333 50.83333,0.13333 52.05834,1.15472 52.63220,1.28925 52.63220,1.28925 "
standard,"53.79648,-1.54785 53.79648,-1.54785 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 57.14369,-2.09814 57.14369,-2.09814 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 50.71936,-3.53271 55.07216,-3.60218 50.37771,-4.14082 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 52.63220,1.28925 "
management,"53.79648,-1.54785 53.79391,-1.75206 "
poppy,"54.32822,-2.74565 "
wanted,"53.7446,-0.33525 55.86515,-4.25763 "
grapey,"53.79648,-1.54785 "
uncooked,"54.66411,-2.75257 "
certified,"53.79648,-1.54785 53.79391,-1.75206 50.15201,-5.06654 54.58333,-5.93333 "
greasy,"51.48,-3.18 55.86515,-4.25763 "
carbohydrate,"53.79391,-1.75206 "
lothian,"55.95206,-3.19648 55.95206,-3.19648 "
created,"51.51279,-0.09184 53.7446,-0.33525 52.6386,-1.13169 54.57309,-1.23258 53.79391,-1.75206 52.48142,-1.89983 54.66411,-2.75257 54.89228,-2.93206 "
itsabigcatch,"53.79391,-1.75206 "
korma,"52.6386,-1.13169 52.6386,-1.13169 53.79648,-1.54785 56.46913,-2.97489 51.62125,-3.94490 55.45862,-4.62849 "
raisin,"52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 54.89228,-2.93206 "
filter,"51.51279,-0.09184 "
brushchetta,"55.95206,-3.19648 "
ish,"53.79648,-1.54785 "
speedy,"55.86515,-4.25763 "
isn,"53.79648,-1.54785 "
soda,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 53.79391,-1.75206 53.00415,-2.18538 53.48095,-2.23743 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.86515,-4.25763 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 "
cucumber,"52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 52.48142,-1.89983 53.00415,-2.18538 53.41058,-2.97794 53.41058,-2.97794 50.71936,-3.53271 55.45862,-4.62849 52.20765,0.13200 52.20765,0.13200 "
onto,"54.58333,-5.93333 "
bite,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.57309,-1.23258 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 54.32822,-2.74565 54.66411,-2.75257 54.66411,-2.75257 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 51.62125,-3.94490 51.62125,-3.94490 50.37771,-4.14082 57.47908,-4.22398 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 50.15201,-5.06654 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 52.05834,1.15472 "
gloucester,"51.45523,-2.59665 "
chopped,"52.6386,-1.13169 54.90465,-1.38222 52.48142,-1.89983 56.46913,-2.97489 53.41058,-2.97794 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 55.86515,-4.25763 55.45862,-4.62849 "
malbec,"51.51279,-0.09184 51.48,-3.18 55.95206,-3.19648 "
already,"53.7446,-0.33525 53.79648,-1.54785 "
tilapia,"53.79391,-1.75206 "
shopper,"53.79391,-1.75206 "
chew,"53.79648,-1.54785 52.48142,-1.89983 51.45523,-2.59665 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 55.07216,-3.60218 "
grade,"55.95206,-3.19648 "
wasp,"53.79648,-1.54785 "
fishwith,"52.9536,-1.15047 "
veggie,"51.51279,-0.09184 51.51279,-0.09184 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.90465,-1.38222 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 51.62125,-3.94490 51.62125,-3.94490 50.37771,-4.14082 57.47908,-4.22398 57.47908,-4.22398 55.86515,-4.25763 55.45862,-4.62849 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 50.83333,0.13333 52.05834,1.15472 52.63220,1.28925 "
hearing,"50.15201,-5.06654 "
lettuce,"51.51279,-0.09184 53.7446,-0.33525 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 52.40656,-1.51217 53.79648,-1.54785 54.97328,-1.61396 52.48142,-1.89983 53.00415,-2.18538 53.48095,-2.23743 56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 51.62125,-3.94490 55.86515,-4.25763 55.86515,-4.25763 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 50.83333,0.13333 "
tzatziki,"52.9536,-1.15047 53.41058,-2.97794 52.63220,1.28925 "
sponsoring,"53.79648,-1.54785 "
establishments,"50.15201,-5.06654 54.58333,-5.93333 "
another,"51.51279,-0.09184 52.48142,-1.89983 51.45523,-2.59665 "
sandgate,"54.66411,-2.75257 54.66411,-2.75257 "
thick,"51.51279,-0.09184 53.7446,-0.33525 52.6386,-1.13169 52.40656,-1.51217 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 53.79391,-1.75206 56.46913,-2.97489 55.95206,-3.19648 55.45862,-4.62849 50.15201,-5.06654 "
loaded,"53.79648,-1.54785 "
elderflower,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 "
toy,"53.7446,-0.33525 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.90465,-1.38222 53.79648,-1.54785 53.79391,-1.75206 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 54.32822,-2.74565 54.66411,-2.75257 54.66411,-2.75257 54.89228,-2.93206 56.46913,-2.97489 55.07216,-3.60218 55.07216,-3.60218 50.37771,-4.14082 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 50.15201,-5.06654 52.20765,0.13200 52.05834,1.15472 "
ten,"51.45523,-2.59665 "
service,"51.51279,-0.09184 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.90465,-1.38222 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 55.07216,-3.60218 55.07216,-3.60218 50.37771,-4.14082 57.47908,-4.22398 55.86515,-4.25763 55.45862,-4.62849 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 50.83333,0.13333 52.63220,1.28925 "
spinach,"52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 53.79648,-1.54785 52.48142,-1.89983 51.45523,-2.59665 51.45523,-2.59665 56.46913,-2.97489 55.95206,-3.19648 55.45862,-4.62849 "
guinness,"52.9536,-1.15047 55.95206,-3.19648 51.62125,-3.94490 "
gooseberry,"52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 "
top,"51.51279,-0.09184 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 53.48095,-2.23743 53.48095,-2.23743 56.46913,-2.97489 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 50.71936,-3.53271 55.07216,-3.60218 50.37771,-4.14082 55.86515,-4.25763 50.15201,-5.06654 54.58333,-5.93333 52.20765,0.13200 50.83333,0.13333 52.63220,1.28925 52.63220,1.28925 "
zinfandel,"52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 51.48,-3.18 "
tango,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.90465,-1.38222 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 51.48,-3.18 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 55.07216,-3.60218 55.07216,-3.60218 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 50.83333,0.13333 50.83333,0.13333 52.63220,1.28925 "
brgr,"51.48,-3.18 51.48,-3.18 "
kinder,"56.46913,-2.97489 55.95206,-3.19648 55.86515,-4.25763 "
gut,"55.86515,-4.25763 "
