word,cityNumber,word_central_lon,word_central_lat,radius,median,shopNumberLessThanMedian,shopNumberLargerThanMedian,largestDistance,avgDistance,word_ratio
allowed quantity,1,0.13333,50.83333,0.0,0.0,0,1,0.0,0.0,1.0
baked bread,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
powder batter,1,-2.9320600000000003,54.89228000000001,0.0,0.0,0,1,0.0,0.0,1.0
wine cream,1,-0.33525,53.7446,0.0,0.0,0,1,0.0,0.0,1.0
our pan,1,-0.33525,53.7446,0.0,0.0,0,1,0.0,0.0,1.0
we always,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
people find,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
london as,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
are priced,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
harvested potatoes,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
pan and,1,-2.9320600000000003,54.89228000000001,0.0,0.0,0,1,0.0,0.0,1.0
sorry unfortunately,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
loch fyne,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,1,0.0,0.0,1.0
delivery or,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
every effort,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
appetising vegetarian,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
its services,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,1,0.0,0.0,1.0
smile what,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
meat jalapeno,1,-1.38222,54.90465,0.0,0.0,0,1,0.0,0.0,1.0
deliveries after,1,-2.97489,56.46913,0.0,0.0,0,1,0.0,0.0,1.0
candy ice,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
sauce pitta,1,-2.97489,56.46913,0.0,0.0,0,1,0.0,0.0,1.0
underground which,1,-2.9320600000000003,54.89228000000001,0.0,0.0,0,1,0.0,0.0,1.0
np bq,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,1,0.0,0.0,1.0
lincolnshire farms,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
cheese calzone,1,-4.62849,55.45862,0.0,0.0,0,1,0.0,0.0,1.0
tubs gravy,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
city omelette,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
or jumbo,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
yorkshire wrapping,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
trawlers are,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
the plate,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
ben jerrys,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
them into,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
gerard bertrand,1,-1.15047,52.9536,0.0,0.0,0,2,0.0,0.0,1.0
spicy potatoes,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
learn we,1,-0.33525,53.7446,0.0,0.0,0,1,0.0,0.0,1.0
walton why,1,-2.9779400000000003,53.41058,0.0,0.0,0,1,0.0,0.0,1.0
always hot,1,-3.53271,50.71936,0.0,0.0,0,1,0.0,0.0,1.0
serving ,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,1,0.0,0.0,1.0
mixed grilled,1,-1.15047,52.9536,0.0,0.0,0,1,0.0,0.0,1.0
wow once,1,-3.53271,50.71936,0.0,0.0,0,1,0.0,0.0,1.0
wine vino,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
raise valuable,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
d i,1,-1.51217,52.40656,0.0,0.0,0,1,0.0,0.0,1.0
by people,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
elegant zest,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
scampi large,1,0.132,52.20765,0.0,0.0,0,1,0.0,0.0,1.0
are free,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
they forgot,1,-2.9779400000000003,53.41058,0.0,0.0,0,1,0.0,0.0,1.0
chicken royale,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,1,0.0,0.0,1.0
pineapple small,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
accessed via,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
house swan,1,-2.1853799999999994,53.004149999999996,5.587935447692871e-09,0.0,0,1,0.0,0.0,1.0
half grilled,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
mushroom biryani,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
cream coconut,1,-4.62849,55.45862,0.0,0.0,0,1,0.0,0.0,1.0
contain essential,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
wings salt,1,-2.9779400000000003,53.41058,0.0,0.0,0,1,0.0,0.0,1.0
add diet,1,0.13333,50.83333,0.0,0.0,0,1,0.0,0.0,1.0
and crouton,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
cheese piri,1,-2.9320600000000003,54.89228000000001,0.0,0.0,0,1,0.0,0.0,1.0
casal bordino,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
flour yeast,1,-3.6021799999999997,55.07215999999999,5.589147975741794e-09,0.0,0,1,0.0,0.0,1.0
nfff fish,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
food excellent,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
pepper jalapeno,1,-1.15047,52.9536,0.0,0.0,0,1,0.0,0.0,1.0
made steak,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
of topping,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
childs,1,-4.14082,50.37771,0.0,0.0,0,1,0.0,0.0,1.0
and exotic,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
chain,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
be maintained,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
is doubly,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
a barm,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,3,0.0,0.0,1.0
swan church,1,-2.1853799999999994,53.004149999999996,5.587935447692871e-09,0.0,0,1,0.0,0.0,1.0
remember we,1,0.13333,50.83333,0.0,0.0,0,1,0.0,0.0,1.0
of ham,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
garlic herb,1,-3.6021799999999997,55.07215999999999,5.589147975741794e-09,0.0,0,1,0.0,0.0,1.0
mussels land,1,-2.9320600000000003,54.89228000000001,0.0,0.0,0,1,0.0,0.0,1.0
tikka punjabi,1,-2.97489,56.46913,0.0,0.0,0,1,0.0,0.0,1.0
rio tango,1,-2.59665,51.45523,0.0,0.0,0,1,0.0,0.0,1.0
mississippi bistro,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
high enough,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
road manchester,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,1,0.0,0.0,1.0
jalapeno cream,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
regular p,1,-1.4659000000000002,53.38296999999999,0.0,0.0,0,1,0.0,0.0,1.0
a refund,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,1,0.0,0.0,1.0
band called,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
scampi are,1,-2.9320600000000003,54.89228000000001,0.0,0.0,0,1,0.0,0.0,1.0
pm pmmon,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
egg barm,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,1,0.0,0.0,1.0
cola medium,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
cumin chilli,1,-1.6139599999999998,54.97328,0.0,0.0,0,1,0.0,0.0,1.0
waiting long,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
shots restaurant,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
meals all,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
double jalapenos,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
ham fried,1,-2.9779400000000003,53.41058,0.0,0.0,0,1,0.0,0.0,1.0
jim ferguson,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
finely bitter,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
le codfather,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
much fewer,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
gone bad,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,1,0.0,0.0,1.0
harvested carefully,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
tikka madras,1,-2.97489,56.46913,0.0,0.0,0,1,0.0,0.0,1.0
seperate at,1,-2.9320600000000003,54.89228000000001,0.0,0.0,0,1,0.0,0.0,1.0
pie slice,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
squid in,1,-2.9779400000000003,53.41058,0.0,0.0,0,1,0.0,0.0,1.0
sauce yoghurt,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
coke cherryade,1,-1.15047,52.9536,0.0,0.0,0,1,0.0,0.0,1.0
skate wing,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
kebab battered,1,-3.6021799999999997,55.07215999999999,5.589147975741794e-09,0.0,0,1,0.0,0.0,1.0
champagne the,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
with marinara,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
benson,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
creamy real,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,1,0.0,0.0,1.0
deal nine,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
persons regular,1,-2.9779400000000003,53.41058,0.0,0.0,0,1,0.0,0.0,1.0
kwenchy cup,1,-1.6139599999999998,54.97328,0.0,0.0,0,1,0.0,0.0,1.0
staters,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
local area,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,1,0.0,0.0,1.0
preference in,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
cans garlic,1,-3.6021799999999997,55.07215999999999,5.589147975741794e-09,0.0,0,1,0.0,0.0,1.0
curry in,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
through for,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
email addresses,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,1,0.0,0.0,1.0
seniors suppers,1,-4.22398,57.47908,0.0,0.0,0,1,0.0,0.0,1.0
field our,1,-0.33525,53.7446,0.0,0.0,0,1,0.0,0.0,1.0
added of,1,0.13333,50.83333,0.0,0.0,0,1,0.0,0.0,1.0
changes automatically,1,-1.6139599999999998,54.97328,0.0,0.0,0,1,0.0,0.0,1.0
 kebab,1,-1.58374,54.77559999999998,2.7939677238464355e-09,0.0,0,2,0.0,0.0,1.0
spicy house,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
lamb shashlik,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
mexican mix,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
delicious snacks,1,-4.62849,55.45862,0.0,0.0,0,1,0.0,0.0,1.0
masala is,1,-4.62849,55.45862,0.0,0.0,0,1,0.0,0.0,1.0
offer at,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,1,0.0,0.0,1.0
of people,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
creamy sweetcorn,1,-2.9779400000000003,53.41058,0.0,0.0,0,2,0.0,0.0,1.0
well to,1,-1.51217,52.40656,0.0,0.0,0,1,0.0,0.0,1.0
the new,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
pakora wrap,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
dish meal,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
love them,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
cafe latte,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
toffee,1,-2.09814,57.14369,0.0,0.0,0,1,0.0,0.0,1.0
oils and,1,-2.9320600000000003,54.89228000000001,0.0,0.0,0,1,0.0,0.0,1.0
added kick,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
cottingley,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
garlic fried,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
oops,1,0.13333,50.83333,0.0,0.0,0,1,0.0,0.0,1.0
fungi parmesan,1,-3.6021799999999997,55.07215999999999,5.589147975741794e-09,0.0,0,1,0.0,0.0,1.0
local breaded,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
melograno e,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
the popular,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,1,0.0,0.0,1.0
wings new,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
brook street,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
or incentives,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
attraction thatll,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
and bonless,1,-1.6139599999999998,54.97328,0.0,0.0,0,1,0.0,0.0,1.0
flaked birds,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
chicken spinach,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
peri king,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
cream fudge,1,-1.58374,54.77559999999998,2.7939677238464355e-09,0.0,0,1,0.0,0.0,1.0
mango,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,1,0.0,0.0,1.0
mild medium,1,-0.33525,53.7446,0.0,0.0,0,1,0.0,0.0,1.0
never drops,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
pay a,1,-1.15047,52.9536,0.0,0.0,0,1,0.0,0.0,1.0
mozzarella prawns,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
sandwiches are,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
chops large,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
dairy freshly,1,-4.22398,57.47908,0.0,0.0,0,1,0.0,0.0,1.0
person mini,1,0.132,52.20765,0.0,0.0,0,1,0.0,0.0,1.0
dolphin special,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
kebab calories,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
her mother,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
your preference,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
fibre and,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
as ocean,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
add cornish,1,0.13333,50.83333,0.0,0.0,0,1,0.0,0.0,1.0
food highly,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
jalapenos crushed,1,-1.15047,52.9536,0.0,0.0,0,1,0.0,0.0,1.0
a biscuit,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
grouse abv,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
tandoori green,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
cream from,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
chopped jalapenos,1,-2.97489,56.46913,0.0,0.0,0,1,0.0,0.0,1.0
potato pukka,1,-1.4659000000000002,53.38296999999999,0.0,0.0,0,1,0.0,0.0,1.0
inch new,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
amp fragolini,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
enticing sweet,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
cheese rissole,1,-3.9449,51.62125,0.0,0.0,0,2,0.0,0.0,1.0
come traditionally,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
offers please,1,-2.2374299999999994,53.48095000000001,4.6566128730773926e-09,0.0,0,1,0.0,0.0,1.0
parking is,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
park chippy,1,-0.33525,53.7446,0.0,0.0,0,1,0.0,0.0,1.0
northern ireland,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
chilli salami,1,-1.38222,54.90465,0.0,0.0,0,1,0.0,0.0,1.0
whitebait squid,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
crisp batter,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
paneer shashlik,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
money well,1,-1.4659000000000002,53.38296999999999,0.0,0.0,0,1,0.0,0.0,1.0
cream for,1,-2.97489,56.46913,0.0,0.0,0,1,0.0,0.0,1.0
chicken inner,1,-1.6139599999999998,54.97328,0.0,0.0,0,1,0.0,0.0,1.0
gutes domtal,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
against which,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
siu dishes,1,-2.9779400000000003,53.41058,0.0,0.0,0,1,0.0,0.0,1.0
old fire,1,-1.4659000000000002,53.38296999999999,0.0,0.0,0,1,0.0,0.0,1.0
daily everything,1,-1.15047,52.9536,0.0,0.0,0,2,0.0,0.0,1.0
burger instead,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
for mushy,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
bottle coke,1,0.13333,50.83333,0.0,0.0,0,1,0.0,0.0,1.0
chip a,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
bee or,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
small scampi,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
i wont,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,1,0.0,0.0,1.0
than any,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
saag paneer,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
duck spring,1,-2.9779400000000003,53.41058,0.0,0.0,0,1,0.0,0.0,1.0
pc kids,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,2,0.0,0.0,1.0
and ice,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
view of,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
onions monterey,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
street no,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
of shredded,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
premium ale,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
langoustine tails,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
bite fish,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
today the,1,-1.38222,54.90465,0.0,0.0,0,1,0.0,0.0,1.0
faggot peas,1,-1.51217,52.40656,0.0,0.0,0,1,0.0,0.0,1.0
our community,1,-3.9449,51.62125,0.0,0.0,0,1,0.0,0.0,1.0
malt develops,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
collection please,1,-1.6139599999999998,54.97328,0.0,0.0,0,1,0.0,0.0,1.0
keema rice,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
peppered chicken,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
all food,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,1,0.0,0.0,1.0
ordered any,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
road leicester,1,-1.1316900000000003,52.6386,0.0,0.0,0,2,0.0,0.0,1.0
spicy bengal,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
p jb,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,2,0.0,0.0,1.0
ip qj,1,1.15472,52.05834,0.0,0.0,0,1,0.0,0.0,1.0
large southern,1,-1.58374,54.77559999999998,2.7939677238464355e-09,0.0,0,1,0.0,0.0,1.0
breads curries,1,-2.9320600000000003,54.89228000000001,0.0,0.0,0,1,0.0,0.0,1.0
a french,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
judges to,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
then just,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
opportunity arose,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
vegetable munchie,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
margherita winery,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
wrap all,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
desired order,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
pieces wings,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
family specials,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
finest icelandic,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
grill by,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
athena deep,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
sue downs,1,-0.33525,53.7446,0.0,0.0,0,1,0.0,0.0,1.0
some bacon,1,-2.59665,51.45523,0.0,0.0,0,1,0.0,0.0,1.0
yazoo banana,1,-3.19648,55.95206,0.0,0.0,0,3,0.0,0.0,1.0
mainly fry,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
coban salad,1,-1.15047,52.9536,0.0,0.0,0,1,0.0,0.0,1.0
once never,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
were perfect,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
or office,1,0.13333,50.83333,0.0,0.0,0,1,0.0,0.0,1.0
clems traditional,1,-1.38222,54.90465,0.0,0.0,0,1,0.0,0.0,1.0
onion dipped,1,-5.933330000000001,54.583330000000004,0.0,0.0,0,1,0.0,0.0,1.0
south coast,1,0.13333,50.83333,0.0,0.0,0,1,0.0,0.0,1.0
takeaway with,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,2,0.0,0.0,1.0
exclusive offer,1,-1.6139599999999998,54.97328,0.0,0.0,0,1,0.0,0.0,1.0
restaurant in,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
tortilla,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
salami italian,1,-4.25763,55.86514999999999,0.0,0.0,0,1,0.0,0.0,1.0
lime pickle,1,-1.1316900000000003,52.6386,0.0,0.0,0,1,0.0,0.0,1.0
spicy pepperoni,1,1.28925,52.63219999999999,2.7939677238464355e-09,0.0,0,1,0.0,0.0,1.0
in taiwan,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
barrels the,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
espresso sgl,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
harvey,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
or bhuna,1,-2.97489,56.46913,0.0,0.0,0,1,0.0,0.0,1.0
ask our,1,-5.066539999999999,50.15201,1.1641532182693481e-10,0.0,0,1,0.0,0.0,1.0
chicken sheek,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
map below,1,-1.15047,52.9536,0.0,0.0,0,2,0.0,0.0,1.0
accompany a,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
of mint,1,-1.89983,52.48142,0.0,0.0,0,1,0.0,0.0,1.0
with spicyneapolitan,1,-3.19648,55.95206,0.0,0.0,0,1,0.0,0.0,1.0
fish fishcakes,1,-2.9779400000000003,53.41058,0.0,0.0,0,1,0.0,0.0,1.0
crisp white,1,-3.1799999999999997,51.47999999999999,0.0,0.0,0,1,0.0,0.0,1.0
of mind,1,-4.14082,50.37771,0.0,0.0,0,1,0.0,0.0,1.0
s settings,1,-1.4659000000000002,53.38296999999999,0.0,0.0,0,1,0.0,0.0,1.0
shall see,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
pop p,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
perfection big,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
and according,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
di gavi,1,-1.15047,52.9536,0.0,0.0,0,2,0.0,0.0,1.0
calories per,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
cream cream,1,-1.54785,53.79648,0.0,0.0,0,1,0.0,0.0,1.0
a truly,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
of criteria,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
arrow below,1,-1.75206,53.79390999999999,0.0,0.0,0,1,0.0,0.0,1.0
pop l,1,-1.58374,54.77559999999998,2.7939677238464355e-09,0.0,0,1,0.0,0.0,1.0
be welcomed,1,-0.09184000000000002,51.512789999999995,0.0,0.0,0,1,0.0,0.0,1.0
