word,cityNumber,word_central_lon,word_central_lat,radius,median,shopNumberLessThanMedian,shopNumberLargerThanMedian,largestDistance,avgDistance,word_ratio
chop supper,2,-2.536558891656017,56.806524320964755,84313.56844722498,84078.53,1,1,84313.57,84078.53,1.0
po dishes,2,-3.1636364544144335,52.51390935172615,324033.63134077576,245426.76,2,1,324033.63,245426.76,0.67
smooth and,2,-0.8200078108567227,52.65442734685229,227051.6622858988,224472.1,1,1,227051.66,224472.1,0.0
and no,2,-2.7045204876527236,52.25180881884449,304152.42676181154,226427.11,2,1,304152.43,226427.11,0.67
kong burger,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
to enable,2,-1.994752433274132,53.63745308463883,39905.72085999841,39868.28,1,1,39905.72,39868.28,1.0
golden batter,2,-2.4053076379915472,55.46238609226074,130687.09591396531,130213.51,1,1,130687.1,130213.51,1.0
buttered slice,2,-2.042626234386117,52.74276177120522,50703.5639524216,50563.57,1,1,50703.56,50563.57,1.0
country feast,2,-1.9687667203036203,53.39908132896129,77803.15641501352,77485.87,1,1,77803.16,77485.87,1.0
whole fried,2,-3.9923490463213325,55.886897163279244,89436.24600286841,59623.71,3,1,89436.25,59623.71,1.0
vegetarian breakfast,2,-2.7175859049996656,54.71601418968776,247460.40517028992,243844.69,1,1,247460.41,243844.69,0.0
local ingredients,2,-4.342951074955976,54.62380516454079,177012.6004662498,177012.17,1,1,177012.6,177012.17,1.0
hot dish,2,-2.054436733948514,54.55276000172898,390078.3093744093,381590.41,1,1,390078.31,381590.41,0.0
so it,2,-5.50402463787656,52.366055414854,417106.0602525219,406801.53,1,1,417106.06,406801.53,0.0
mini vegetarian,2,-1.4004141467446152,53.54908742705865,307047.4751308826,303635.1,1,1,307047.48,303635.1,0.0
baked to,2,-1.382429631341224,53.963341434510795,194956.1591657358,192648.67,1,1,194956.16,192648.67,1.0
haddock is,2,-1.0436550966041214,53.76924944647781,78907.58636734812,78907.46,1,1,78907.59,78907.46,1.0
check in,2,-1.4241855141578494,54.14382381284321,145851.8685900528,144527.51,1,1,145851.87,144527.51,1.0
flavour is,2,-0.9221326690962997,52.65308402480803,231123.2371891448,228590.92,1,1,231123.24,228590.92,0.0
tomato with,2,-2.6690746915624515,55.625551117231424,173197.27383079685,130213.43,2,1,173197.27,130213.43,1.0
continue,2,-2.5519621192321735,52.81434286671825,251697.4644344235,190071.6,2,1,251697.46,190071.6,0.67
with tartare,2,-2.1763030624441075,53.68596300861635,479754.823371078,470142.68,1,1,479754.82,470142.68,0.0
s specialities,2,-3.2562210286146853,52.06534059723996,249012.82909182948,245426.78,1,1,249012.83,245426.78,0.0
mozzarella ham,2,-5.095797127058374,55.2250757941022,156566.41642450303,155868.99,1,1,156566.42,155868.99,1.0
in orange,2,-1.9415015353981477,53.009249272463485,273322.60629877105,205280.51,2,1,273322.61,205280.51,0.67
fried or,2,-2.3615633164685135,53.48248278015986,454519.20470200485,447020.68,1,1,454519.2,447020.68,0.0
bounty,2,-3.9039188224843224,55.894143303519584,79498.83715031268,59623.71,2,1,79498.84,59623.71,1.0
of france,2,-0.8200078108567227,52.65442734685229,227051.6622858988,224472.1,1,1,227051.66,224472.1,0.0
with hash,2,-2.54119494684237,52.259102723377566,304980.9622848434,300629.96,1,1,304980.96,300629.96,0.0
and yoghurt,2,-3.064400800734211,55.422104542518575,105564.76761723861,104864.4,1,1,105564.77,104864.4,1.0
king kebab,2,-2.2619845646853336,55.1321476882356,276149.01804420154,271882.46,1,1,276149.02,271882.46,0.0
where we,2,-2.7445908839241295,53.49495622828959,410121.11159270204,306955.73,2,1,410121.11,306955.73,0.0
jumbo cod,2,-3.0803584733520553,53.97480520918879,486588.7310381004,472475.92,1,1,486588.73,472475.92,0.0
a glazed,2,-2.971362797311006,55.13997420029298,161570.2618398728,159956.32,1,1,161570.26,159956.32,1.0
meat lasagne,2,-0.9221326690962997,52.65308402480803,231123.2371891448,228590.92,1,1,231123.24,228590.92,0.0
poa,2,-1.889087133637994,51.394375755592634,418235.42883040383,416819.14,1,1,418235.43,416819.14,0.0
mint chocolate,2,-1.6453938564306134,53.730697554004514,462445.7599673322,451998.0,1,1,462445.76,451998.0,0.0
back in,2,-0.21358550729256232,52.628686164373114,207535.4304225803,204932.07,1,1,207535.43,204932.07,0.0
job pizza,2,-3.106170068517043,55.116617472546324,181971.20162511125,181838.28,1,1,181971.2,181838.28,1.0
special gravy,2,-3.6998174200292113,53.98163622719891,273523.67887462187,273085.28,1,1,273523.68,273085.28,0.0
road in,2,-1.603399657264091,53.5688769506583,144815.13020376203,108604.49,2,1,144815.13,108604.49,1.0
and drinks,2,-1.3442451695217,51.484024764462966,139355.8202294512,139355.8,1,1,139355.82,139355.8,1.0
s hot,2,-2.466648544631942,50.493336361253895,295192.2823048859,295167.72,1,1,295192.28,295167.72,0.0
bombay potatoes,2,-1.3398383726229726,53.21749082495849,110698.3469542343,109980.65,1,1,110698.35,109980.65,1.0
rose,2,-1.6453938564306134,53.730697554004514,462445.7599673322,451998.0,1,1,462445.76,451998.0,0.0
extra hot,2,-3.257891442136263,53.59504127941759,558808.202135205,540574.67,1,1,558808.2,540574.67,0.0
all or,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
your experience,2,-2.1763030624441075,53.68596300861635,479754.823371078,470142.68,1,1,479754.82,470142.68,0.0
traditional menu,2,-2.5590669146963885,53.94794007247894,185186.83170147997,183178.0,1,1,185186.83,183178.0,1.0
available only,2,-1.580988324834754,54.384870630943,113228.79136120998,112422.26,1,1,113228.79,112422.26,1.0
normal calzone,2,-3.7270560689174848,55.90863121396637,59623.7746619783,59623.71,1,1,59623.77,59623.71,1.0
the person,2,-3.343201888458144,52.56688786419356,492020.32857054303,481464.98,1,1,492020.33,481464.98,0.0
this dish,2,-2.3725842810916884,54.8736275247198,230271.55361318743,227626.36,1,1,230271.55,227626.36,0.0
battered halloumi,2,-1.5251629416714314,52.71755110708102,60196.90162225022,60116.79,1,1,60196.9,60116.79,1.0
is made,2,-1.847900744867631,53.29071581155603,390726.0731100435,384545.08,1,1,390726.07,384545.08,0.0
baps,2,-4.684605648351342,54.055320448684384,340443.7223934013,255972.49,2,1,340443.72,255972.49,0.67
ml vanilla,2,-2.7049217635607614,54.40750982381679,332008.43917634414,327558.45,1,1,332008.44,327558.45,0.0
of fritters,2,-4.319454799012028,55.797423708544876,75058.42567481285,45063.41,5,1,75058.43,45063.41,1.0
onion with,2,-2.296163278400481,54.19230292436834,167959.5934783874,166761.62,1,1,167959.59,166761.62,1.0
the history,2,-0.9415500964783583,53.77053548860349,67594.0262952171,67593.87,1,1,67594.03,67593.87,1.0
inch london,2,-1.6038887870202323,54.907386048990105,25546.369832989756,19175.42,2,1,25546.37,19175.42,1.0
inch toscana,2,-2.08232807104109,54.73259893396714,99382.95388948426,99359.96,1,1,99382.95,99359.96,1.0
large cheese,2,-1.6679251621952773,52.97886835294082,57727.55245923456,57727.36,1,1,57727.55,57727.36,1.0
keema onions,2,-1.5301225016122744,53.10151421999488,129778.00040562438,128737.37,1,1,129778.0,128737.37,1.0
or sparkling,2,-2.5793716188229667,50.83373143431463,301683.4190140421,301410.99,1,1,301683.42,301410.99,0.0
it out,2,-1.6453938564306134,53.730697554004514,462445.7599673322,451998.0,1,1,462445.76,451998.0,0.0
up and,2,-2.9015508628919076,52.70329492627386,487911.93168261985,482083.54,1,1,487911.93,482083.54,0.0
see this,2,-2.5519621192321735,52.81434286671825,251697.4644344235,190071.6,2,1,251697.46,190071.6,0.67
tikka shish,2,-1.7947863074848056,53.24618678885604,290394.99082222686,215870.98,2,1,290394.99,215870.98,0.67
all cooked,2,-3.0884942625141214,54.62634424121434,235400.541543718,234156.71,1,1,235400.54,234156.71,0.0
mexicano burger,2,-1.540078236435799,54.17809737845457,152773.88997893198,151318.99,1,1,152773.89,151318.99,1.0
meat veg,2,-3.9172369075787947,53.52984101974743,300147.28233924217,298280.32,1,1,300147.28,298280.32,0.0
it seeze,2,-0.6117945232409202,52.075640454670804,117676.5410311915,117111.15,1,1,117676.54,117111.15,1.0
cod oz,2,-2.3629669986121913,54.701292466196286,87820.15140690403,65864.18,2,1,87820.15,65864.18,1.0
butty or,2,-1.6499550004147276,53.79519506596256,11356.129514757133,11356.13,0,2,11356.13,11356.13,1.0
for people,2,-2.221920064430333,53.39676793201127,84105.00485101494,84104.96,1,1,84105.0,84104.96,1.0
of irn,2,-2.9358837653539025,55.418687289900895,171285.40892167835,170989.04,1,1,171285.41,170989.04,1.0
onions garlic,2,-3.0857163529644285,56.2106219506647,53305.31087890275,53140.21,1,1,53305.31,53140.21,1.0
cheese baguette,2,-3.9172369075787947,53.52984101974743,300147.28233924217,298280.32,1,1,300147.28,298280.32,0.0
ben and,2,-2.3767307096691312,54.01193924762439,244690.54754176576,242457.58,1,1,244690.55,242457.58,0.0
sausage spicy,2,-3.7270560689174848,55.90863121396637,59623.7746619783,59623.71,1,1,59623.77,59623.71,1.0
dipping sauce,2,-0.5092457891497748,52.58058789729056,98909.45648678072,98704.84,1,1,98909.46,98704.84,1.0
lemon fanta,2,-3.9172369075787947,53.52984101974743,300147.28233924217,298280.32,1,1,300147.28,298280.32,0.0
oasis ml,2,-3.7270560689174848,55.90863121396637,59623.7746619783,59623.71,1,1,59623.77,59623.71,1.0
for yourself,2,-2.140442108414708,52.68417527582788,281194.170703095,279675.44,1,1,281194.17,279675.44,0.0
secure payments,2,-2.6893188322939467,55.213489331740405,485718.4145944511,473565.09,1,1,485718.41,473565.09,0.0
corn soup,2,-1.4004141467446152,53.54908742705865,307047.4751308826,303635.1,1,1,307047.48,303635.1,0.0
smirnoff ice,2,-3.064400800734211,55.422104542518575,105564.76761723861,104864.4,1,1,105564.77,104864.4,1.0
special deal,2,-2.5493226224298917,54.215865840382925,344944.3540967919,338027.33,1,1,344944.35,338027.33,0.0
mixed lamb,2,-0.8839175221972861,52.34449754935772,115689.03815122118,115679.54,1,1,115689.04,115679.54,1.0
with x,2,-1.2829606019700341,53.23452715279822,109140.27497636733,81602.79,2,1,109140.27,81602.79,1.0
make the,2,-5.50402463787656,52.366055414854,417106.0602525219,406801.53,1,1,417106.06,406801.53,0.0
cheese filled,2,-1.580988324834754,54.384870630943,113228.79136120998,112422.26,1,1,113228.79,112422.26,1.0
with spring,2,-2.9774736107618436,54.93985711688717,301838.2146481825,296203.37,1,1,301838.21,296203.37,0.0
are one,2,-2.6590981214849845,52.64515488241682,453698.02582480165,336131.02,2,1,453698.03,336131.02,0.0
in barbecue,2,-3.2562210286146853,52.06534059723996,249012.82909182948,245426.78,1,1,249012.83,245426.78,0.0
crunch sundae,2,-3.190664425203576,53.71601207827884,431839.8001168997,420647.01,1,1,431839.8,420647.01,0.0
large bolognese,2,-1.4232786757701514,54.7731684537761,44103.154636451574,44017.23,1,1,44103.15,44017.23,1.0
please choose,2,-2.7154455698916373,55.232191871640325,295622.27430038544,223521.35,2,1,295622.27,223521.35,0.67
dopiaza chicken,2,-3.0884942625141214,54.62634424121434,235400.541543718,234156.71,1,1,235400.54,234156.71,0.0
s food,2,-2.5519621192321735,52.81434286671825,251697.4644344235,190071.6,2,1,251697.46,190071.6,0.67
can pay,2,-2.7175859049996656,54.71601418968776,247460.40517028992,243844.69,1,1,247460.41,243844.69,0.0
on arrival,2,-2.364407543246578,52.63892116467639,233367.3096631468,230876.2,1,1,233367.31,230876.2,0.0
food standards,2,-2.947747503400711,52.08764350806837,341799.10775256733,336605.26,1,1,341799.11,336605.26,0.0
chillies peppers,2,-1.382429631341224,53.963341434510795,194956.1591657358,192648.67,1,1,194956.16,192648.67,1.0
toppings x,2,-3.5422573213050352,53.76635846028976,307863.27314514184,306956.4,1,1,307863.27,306956.4,0.0
cheese for,2,-3.5949742191702136,55.37836146485366,120909.00049023678,120400.15,1,1,120909.0,120400.15,1.0
website you,2,-1.777714752567569,53.69133133647808,64545.12645540631,48429.32,2,1,64545.13,48429.32,1.0
our desserts,2,-2.3725842810916884,54.8736275247198,230271.55361318743,227626.36,1,1,230271.55,227626.36,0.0
cheese egg,2,-1.6679251621952773,52.97886835294082,57727.55245923456,57727.36,1,1,57727.55,57727.36,1.0
from below,2,-4.5652292774079095,55.26900032544157,203097.1952483875,202478.92,1,1,203097.2,202478.92,0.0
and seekh,2,-2.3641184878356234,55.13093073157758,273334.9667096219,269021.98,1,1,273334.97,269021.98,0.0
bacon lettuce,2,-4.5652292774079095,55.26900032544157,203097.1952483875,202478.92,1,1,203097.2,202478.92,0.0
tub gravy,2,-2.7175859049996656,54.71601418968776,247460.40517028992,243844.69,1,1,247460.41,243844.69,0.0
chips garden,2,-3.190664425203576,53.71601207827884,431839.8001168997,420647.01,1,1,431839.8,420647.01,0.0
steak only,2,-4.45586740740559,53.99577627428101,198794.05435898033,198253.58,1,1,198794.05,198253.58,1.0
pizza menu,2,-4.085568408798635,54.0308697779504,230870.05597048494,230466.6,1,1,230870.06,230466.6,0.0
british beef,2,-1.4662424814964743,52.60049325078201,246716.0604615481,244440.91,1,1,246716.06,244440.91,0.0
current menu,2,-2.4174172666996245,52.46822403644534,188085.95853827073,185990.14,1,1,188085.96,185990.14,1.0
single pcs,2,-2.682683799819827,56.69408380871279,112313.52098384342,84078.51,2,1,112313.52,84078.51,1.0
chips choice,2,-1.9064749437424942,51.91479736942174,232773.82267788335,232746.15,1,1,232773.82,232746.15,0.0
staff are,2,-4.506088851639727,50.887196681967055,144579.47741057767,143731.65,1,1,144579.48,143731.65,1.0
mozzarella tomato,2,-3.2482315366113723,54.67185722628124,258550.5243518349,255355.27,1,1,258550.52,255355.27,0.0
burgers cheese,2,-2.3554510817737877,54.1782382954097,356974.34146947565,349846.91,1,1,356974.34,349846.91,0.0
include vat,2,-1.615919968335149,53.79562339196578,15141.50951883767,11356.13,2,1,15141.51,11356.13,1.0
look forward,2,-1.994752433274132,53.63745308463883,39905.72085999841,39868.28,1,1,39905.72,39868.28,1.0
mussels jar,2,-3.122644911044951,56.1244401036903,71000.2048027631,53140.21,2,1,71000.2,53140.21,1.0
and prices,2,-1.994752433274132,53.63745308463883,39905.72085999841,39868.28,1,1,39905.72,39868.28,1.0
seafood sauce,2,-3.22714931427637,52.5326381501725,490801.1838176268,480729.67,1,1,490801.18,480729.67,0.0
tomato heinz,2,-0.7407983473434372,52.902896945456824,403055.75127353217,394146.85,1,1,403055.75,394146.85,0.0
with garnish,2,-2.3725842810916884,54.8736275247198,230271.55361318743,227626.36,1,1,230271.55,227626.36,0.0
duck peking,2,-1.4230483758630308,52.808709402979886,205726.07796332942,205280.61,1,1,205726.08,205280.61,0.0
any allergies,2,-3.0857163529644285,56.2106219506647,53305.31087890275,53140.21,1,1,53305.31,53140.21,1.0
batter on,2,-3.721531948476553,53.67123412352595,427186.89982936,416362.83,1,1,427186.9,416362.83,0.0
lamb fillet,2,-3.0857163529644285,56.2106219506647,53305.31087890275,53140.21,1,1,53305.31,53140.21,1.0
sauce mushroom,2,-2.6080709696180557,55.022680922148844,110956.21058963027,110955.15,1,1,110956.21,110955.15,1.0
can diet,2,-2.9015508628919076,52.70329492627386,487911.93168261985,482083.54,1,1,487911.93,482083.54,0.0
also offer,2,-1.3442451695217,51.484024764462966,139355.8202294512,139355.8,1,1,139355.82,139355.8,1.0
sauce tub,2,-1.8413328972865057,55.95947413709924,240624.85121264242,237022.86,1,1,240624.85,237022.86,0.0
combo,2,-1.3442451695217,51.484024764462966,139355.8202294512,139355.8,1,1,139355.82,139355.8,1.0
mushroom with,2,-2.6080709696180557,55.022680922148844,110956.21058963027,110955.15,1,1,110956.21,110955.15,1.0
b diet,2,-2.08232807104109,54.73259893396714,99382.95388948426,99359.96,1,1,99382.95,99359.96,1.0
eye on,2,-0.8200078108567227,52.65442734685229,227051.6622858988,224472.1,1,1,227051.66,224472.1,0.0
kinder bueno,2,-3.0857163529644285,56.2106219506647,53305.31087890275,53140.21,1,1,53305.31,53140.21,1.0
seafood spaghetti,2,-3.3318001814979197,55.65884479779503,118658.73700706758,89296.23,2,1,118658.74,89296.23,1.0
classic burger,2,-2.5493226224298917,54.215865840382925,344944.3540967919,338027.33,1,1,344944.35,338027.33,0.0
quality potatoes,2,-0.12930667414061114,53.21430746657537,191644.7801269998,191226.72,1,1,191644.78,191226.72,1.0
choose main,2,-1.5351004165558515,52.461044429421904,237553.21064381482,236113.88,1,1,237553.21,236113.88,0.0
garlic mayonaise,2,-2.2629078182557785,53.603625158454186,87373.18573260948,87345.08,1,1,87373.19,87345.08,1.0
carne chips,2,-1.5251629416714314,52.71755110708102,60196.90162225022,60116.79,1,1,60196.9,60116.79,1.0
tandoori mix,2,-2.2619845646853336,55.1321476882356,276149.01804420154,271882.46,1,1,276149.02,271882.46,0.0
golden fry,2,-3.618612915119387,54.63699827786999,249931.08403699496,246389.04,1,1,249931.08,246389.04,0.0
tomatoes,2,-3.354930038103965,55.17452348191196,331619.9573548346,250186.03,2,1,331619.96,250186.03,0.67
refreshing taste,2,-2.3725842810916884,54.8736275247198,230271.55361318743,227626.36,1,1,230271.55,227626.36,0.0
feast deep,2,-1.409194193690763,53.41048212625893,146001.50837257388,109980.65,2,1,146001.51,109980.65,1.0
hawaiian medium,2,-0.9641313406247937,52.34024141623119,124243.03172376074,93183.83,2,1,124243.03,93183.83,1.0
pizza slice,2,-2.8862122698174866,54.13376607932847,368722.3229875891,362203.52,1,1,368722.32,362203.52,0.0
donner x,2,-2.642292116416592,54.313078361005616,562507.5462262493,544181.39,1,1,562507.55,544181.39,0.0
inch munchy,2,-2.9537541536836884,55.6806897952656,157109.3563277238,155539.36,1,1,157109.36,155539.36,1.0
about just,2,-2.5519621192321735,52.81434286671825,251697.4644344235,190071.6,2,1,251697.46,190071.6,0.67
the ice,2,-3.190664425203576,53.71601207827884,431839.8001168997,420647.01,1,1,431839.8,420647.01,0.0
fillet hash,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
or coleslaw,2,-1.4002429649580843,52.86147792078647,419297.59628858336,411148.09,1,1,419297.6,411148.09,0.0
jam roly,2,-1.6499550004147276,53.79519506596256,11356.129514757133,11356.13,0,2,11356.13,11356.13,1.0
s the,2,-0.21358550729256232,52.628686164373114,207535.4304225803,204932.07,1,1,207535.43,204932.07,0.0
jalapenos cheese,2,-1.3672777604121809,53.86451778998912,175361.68990828434,173496.14,1,1,175361.69,173496.14,1.0
pink with,2,-0.8200078108567227,52.65442734685229,227051.6622858988,224472.1,1,1,227051.66,224472.1,0.0
pies puddings,2,-3.2071200028667257,55.23938493481236,463703.06668791163,451438.56,1,1,463703.07,451438.56,0.0
large onion,2,-0.9839825507102644,54.67484518573709,505400.80095733126,491279.17,1,1,505400.8,491279.17,0.0
yourself to,2,-5.50402463787656,52.366055414854,417106.0602525219,406801.53,1,1,417106.06,406801.53,0.0
supper any,2,-4.350365205488672,55.76355615164233,67531.33909389621,45063.42,3,1,67531.34,45063.42,1.0
this item,2,-0.49924194827009843,51.735878172751335,178197.702153954,176700.86,1,1,178197.7,176700.86,1.0
supper and,2,-4.770315106550864,54.23577875118219,317167.82060330064,316363.24,1,1,317167.82,316363.24,0.0
in golden,2,-2.2946202904419537,55.720849065760895,167250.41546601235,165939.07,1,1,167250.42,165939.07,1.0
pepper sweetcorn,2,-1.6413917858103655,53.69319181720522,232652.31449030072,229426.07,1,1,232652.31,229426.07,0.0
options to,2,-1.4980902685547022,54.93896318512266,14496.994826784732,14495.56,1,1,14496.99,14495.56,1.0
herb,2,-2.0910719822300314,53.11595075284554,318643.3022228829,312875.82,1,1,318643.3,312875.82,0.0
falls wine,2,-2.5478569881089626,52.28814800960123,197485.1730044393,196991.05,1,1,197485.17,196991.05,1.0
clarks pie,2,-2.8883250673638323,51.46761181896922,32508.07024882799,32508.02,2,2,32508.07,32508.02,1.0
well established,2,-1.8926471696748357,53.638746372737494,48460.16324331421,48429.32,1,1,48460.16,48429.32,1.0
now discount,2,-1.4980902685547022,54.93896318512266,14496.994826784732,14495.56,1,1,14496.99,14495.56,1.0
seafood large,2,-0.6900860395349647,52.30708781094864,93188.27346177606,93183.83,1,1,93188.27,93183.83,1.0
garlic green,2,-1.349196484545053,53.37500557929137,81982.02708741781,81602.79,1,1,81982.03,81602.79,1.0
hot cod,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
capers and,2,-3.399429980590094,55.512202522367254,89748.68610546482,89296.24,1,1,89748.69,89296.24,1.0
small meal,2,-3.4839030187931086,51.31867488864612,273747.08204911253,271955.43,1,1,273747.08,271955.43,0.0
and potato,2,-2.5171138988151496,52.49638879243946,197780.67990005293,149044.48,2,1,197780.68,149044.48,1.0
chunky cod,2,-2.398092901698742,53.227639563686594,342382.6248041427,336131.47,1,1,342382.62,336131.47,0.0
feedback,2,-2.5519621192321735,52.81434286671825,251697.4644344235,190071.6,2,1,251697.46,190071.6,0.67
suitable for,2,-2.0687086276869455,52.981131816505815,94724.74563201303,94193.69,1,1,94724.75,94193.69,1.0
a visit,2,-1.4222151746469316,53.08538133319852,116746.72557569755,77779.82,3,1,116746.73,77779.82,1.0
haggis fritters,2,-3.4617625570548674,55.93035215766824,89436.14991017958,59623.71,3,1,89436.15,59623.71,1.0
pepperoni mixed,2,-1.56345698910117,53.68988888742896,244829.77473543418,241150.68,1,1,244829.77,241150.68,0.0
jumbo pork,2,-2.2629078182557785,53.603625158454186,87373.18573260948,87345.08,1,1,87373.19,87345.08,1.0
fries v,2,-2.1742185714420983,54.451813730058305,313677.78512791236,308642.27,1,1,313677.79,308642.27,0.0
wedges mozzarella,2,-2.3902358206445875,55.36348441880087,146617.35555491134,145897.9,1,1,146617.36,145897.9,1.0
hollandaise sauce,2,-2.474708327721116,54.872397156944366,226216.28261955825,223521.61,1,1,226216.28,223521.61,0.0
king kong,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
cakes single,2,-3.594408661679498,55.91949332383972,74529.97323171685,59623.71,5,3,74529.97,59623.71,1.0
and ale,2,-1.5251629416714314,52.71755110708102,60196.90162225022,60116.79,1,1,60196.9,60116.79,1.0
foot long,2,-2.465679392546248,53.666045619610884,129072.77948921909,128104.99,1,1,129072.78,128104.99,1.0
is required,2,-2.5849407841640186,54.18642188474137,140692.5789331644,139563.39,1,1,140692.58,139563.39,1.0
eton mess,2,-2.4053076379915472,55.46238609226074,130687.09591396531,130213.51,1,1,130687.1,130213.51,1.0
pasta with,2,-3.7270560689174848,55.90863121396637,59623.7746619783,59623.71,2,2,59623.77,59623.71,1.0
bun and,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
fish portion,2,-3.2652595955757877,53.96799756928452,324544.4335005564,319837.41,1,1,324544.43,319837.41,0.0
a kebab,2,-1.693967927260363,53.2172010308721,77881.82556221353,77779.86,1,1,77881.83,77779.86,1.0
jalapenos or,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
chips roll,2,-3.10845801134638,55.598746290132816,139195.18412424473,104864.39,2,1,139195.18,104864.39,1.0
curry king,2,-3.0884942625141214,54.62634424121434,235400.541543718,234156.71,1,1,235400.54,234156.71,0.0
pcs bbq,2,-0.5092457891497748,52.58058789729056,98909.45648678072,98704.84,1,1,98909.46,98704.84,1.0
kids half,2,-3.373333253521669,55.93758956054241,99373.43965684966,59623.71,5,1,99373.44,59623.71,1.0
cream large,2,-3.7270560689174848,55.90863121396637,59623.7746619783,59623.71,2,2,59623.77,59623.71,1.0
deal eight,2,-2.9358837653539025,55.418687289900895,171285.40892167835,170989.04,1,1,171285.41,170989.04,1.0
inch pineapple,2,-2.8506250059765055,56.108601932371,225353.69879262295,222882.17,1,1,225353.7,222882.17,0.0
smoked mackerel,2,-2.7445908839241295,53.49495622828959,410121.11159270204,306955.73,2,1,410121.11,306955.73,0.0
and desserts,2,-2.467666547277432,51.18184072694097,342678.05342132214,341746.2,1,1,342678.05,341746.2,0.0
for only,2,-2.067399550787046,54.78443192145978,79647.08901372892,79639.48,1,1,79647.09,79639.48,1.0
chocolate yazoo,2,-3.064400800734211,55.422104542518575,105564.76761723861,104864.4,1,1,105564.77,104864.4,1.0
hoggie kebab,2,-4.443087847865209,55.661936115734356,45148.39308098622,45063.42,1,1,45148.39,45063.42,1.0
deluxe pizza,2,-1.5249325580196968,54.07926593811317,133264.6138909708,132155.74,1,1,133264.61,132155.74,1.0
slightly spicy,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
and your,2,-3.1343737892040995,54.16284225236872,321413.8024437404,321269.89,1,1,321413.8,321269.89,0.0
wrap and,2,-3.5422573213050352,53.76635846028976,307863.27314514184,306956.4,1,1,307863.27,306956.4,0.0
fish from,2,-1.615919968335149,53.79562339196578,15141.50951883767,11356.13,2,1,15141.51,11356.13,1.0
the sea,2,-1.470723583840261,53.49714884778487,840077.9108424681,616871.31,2,1,840077.91,616871.31,0.0
pitta with,2,-1.3731098678822502,53.805822246638215,224568.01418061834,221510.51,1,1,224568.01,221510.51,0.0
spicy meatball,2,-3.288778845031868,55.770864713008805,143593.16971633094,142428.98,1,1,143593.17,142428.98,1.0
different cheeses,2,-2.2400573152691,54.344121105387046,130394.08444538711,129800.05,1,1,130394.08,129800.05,1.0
have it,2,-1.603399657264091,53.5688769506583,144815.13020376203,108604.49,2,1,144815.13,108604.49,1.0
sliced beef,2,-1.4230483758630308,52.808709402979886,205726.07796332942,205280.61,1,1,205726.08,205280.61,0.0
dry dish,2,-2.2619845646853336,55.1321476882356,276149.01804420154,271882.46,1,1,276149.02,271882.46,0.0
x regular,2,-2.6473694225748985,55.232999824677215,301139.71549665526,227626.04,2,1,301139.72,227626.04,0.67
medium kebab,2,-1.5988523777872397,54.87443927243324,19198.863198214814,19175.42,1,1,19198.86,19175.42,1.0
prawn dishes,2,-3.2562210286146853,52.06534059723996,249012.82909182948,245426.78,1,1,249012.83,245426.78,0.0
seed bun,2,-2.860768436448503,55.39856799534267,212911.53104331973,210059.53,1,1,212911.53,210059.53,0.0
s all,2,-2.0156383921555037,54.81599001092683,649292.0782787683,496043.82,2,1,649292.08,496043.82,0.0
fillet served,2,-4.416663423299069,54.69079962158734,339926.66740670195,254915.76,2,1,339926.67,254915.76,0.67
lamb kebab,2,-2.1742185714420983,54.451813730058305,313677.78512791236,308642.27,1,1,313677.79,308642.27,0.0
bursa kebab,2,-3.161073511922897,57.31121316952701,123161.71853148303,123131.16,1,1,123161.72,123131.16,1.0
x sauce,2,-2.3385151895388834,54.24560311867497,275812.30014708656,208159.08,2,1,275812.3,208159.08,0.67
becks,2,-2.1649891495417792,54.29420150059064,342236.0044563321,336093.47,1,1,342236.0,336093.47,0.0
large spring,2,-2.042626234386117,52.74276177120522,50703.5639524216,50563.57,1,1,50703.56,50563.57,1.0
vegetariana,2,-2.8942504953301196,54.03750866122129,213443.9081575582,211089.78,1,1,213443.91,211089.78,0.0
mini fillets,2,-4.241224112670437,56.67213257258411,165103.01263825755,163356.63,1,1,165103.01,163356.63,1.0
egg gherkin,2,-1.1648067548659689,52.49649533338053,217478.90139369952,215755.9,1,1,217478.9,215755.9,0.0
mixed herbs,2,-2.870882566816828,54.939810487812174,529729.1991416612,514416.13,1,1,529729.2,514416.13,0.0
to provide,2,-1.6499550004147276,53.79519506596256,11356.129514757133,11356.13,0,2,11356.13,11356.13,1.0
rice chips,2,-4.45586740740559,53.99577627428101,198794.05435898033,198253.58,1,1,198794.05,198253.58,1.0
